"lambda[1]" "lambda[2]" "lambda[3]"
"89" 1.08946676233566 3.95199216896254 14.3604246811183
"90" 1.06651652426794 5.59484142064812 12.7892057575523
"91" 0.662781611087147 4.60128711243864 15.1513203610549
"92" 1.08390538096747 6.0055073262192 14.9627735886835
"93" 0.784329451010119 4.64207727173927 11.8034871095681
"94" 0.939828573928967 4.39147888851825 12.6660193801685
"95" 0.927550721587914 6.28526842228743 13.7363198476491
"96" 0.821125540033125 4.49350616995189 10.7781157451298
"97" 0.83759139728141 4.43276395176081 10.9978605111275
"98" 1.23072119085514 5.64813170040636 10.4317373691239
"99" 0.807214361984549 4.5839826477475 16.7087662725148
"100" 0.752636239863139 4.92994631616664 16.0895042055418
"101" 0.815596221641674 3.93747249301237 12.1254037710378
"102" 0.854360860948312 3.20473100651898 10.3024056788858
"103" 0.965591882931607 4.20078363419484 9.91413691138312
"104" 0.788128832027311 4.43548841094601 11.1224109117189
"105" 1.14967338348419 5.65335253495668 14.4357638988142
"106" 0.621352758396963 4.20212710481187 11.0179462714723
"107" 0.959651249372917 4.00389429110071 13.7576616172172
"108" 0.805265978478821 4.75982101092718 14.4913585807353
"109" 0.770229377738147 2.93705041513774 9.03774273188834
"110" 0.855579547338081 4.49147034994754 11.0780725299994
"111" 0.762567810219548 4.39020790271684 14.0362269337145
"112" 0.791203744608306 4.64444941861593 14.111186778176
"113" 0.906181607262582 5.01350578952546 14.7923388736021
"114" 0.613849778365352 4.19982973994093 11.4922351643093
"115" 1.04167686922795 4.93484935284369 13.6400094136891
"116" 0.760915672922209 4.83326106906834 14.3686231357016
"117" 1.09222926322693 4.87569836841478 13.0763402865129
"118" 0.635825914116312 4.43842332439976 10.9804271521438
"119" 0.861569285486158 3.56694926324486 8.52839794777791
"120" 1.12886378645699 4.78047221036832 16.4104806512401
"121" 0.808530780258459 5.33869057047975 9.83966711622202
"122" 0.83362242198619 5.01503805450287 9.43335974625696
"123" 1.21669154729375 4.97427658873382 15.6151474856255
"124" 1.28044960403649 5.78664501612722 15.4111588200131
"125" 0.983876002045629 4.39439968061959 10.6289560335393
"126" 0.879549664325687 3.61482783347443 12.8911804132274
"127" 0.873765317769076 4.1426542849316 11.4916063037446
"128" 0.778902952375537 3.13905495617425 10.2721877387221
"129" 0.558976979897139 4.62146860975444 11.4869864777622
"130" 1.133015715288 5.20584710866257 16.9591558487849
"131" 0.808564649404476 4.44105405556601 9.99984268026429
"132" 1.23930035879609 4.19696191489392 9.23490605105575
"133" 0.866615624556728 5.70161046677919 11.1316529693932
"134" 0.963645530501132 3.79889786476362 10.2308593725063
"135" 0.666807338834144 3.13587215818483 8.61048260704795
"136" 1.22962038575434 6.16682431926147 13.0961020903834
"137" 0.783551133076172 4.42244534651609 11.1366439215944
"138" 1.0553522136958 5.46497646704915 15.0594872359499
"139" 0.740767369998759 3.19077919759582 10.2011644422064
"140" 0.824600824424732 3.43318114646593 9.85148218798215
"141" 0.709852098033735 3.67357823954087 10.8495581855082
"142" 0.878517782403299 5.6963771112562 11.6732474982585
"143" 0.982556004238467 4.79546453178531 11.3318705790726
"144" 0.633927441530677 3.8057539073177 9.79368743373808
"145" 0.637083029623246 4.39404102207006 14.7680003883661
"146" 0.942499000181729 4.09131666960075 11.9737428210749
"147" 0.360862314594636 3.48176132557275 12.8407433587811
"148" 0.768693895309811 4.17208627898038 11.8552940620984
"149" 1.05482216102427 5.50928096548237 12.3802817907214
"150" 0.870181909288348 2.64062518833234 7.1579065962596
"151" 1.04009144242036 5.06848448920296 13.5849624253853
"152" 0.667756530487192 3.93687669482178 12.2375640669512
"153" 1.08918170736867 5.5842615172069 12.3292737586128
"154" 1.24507274798706 6.59775105664482 15.6546031555624
"155" 1.21808720298262 5.85552044381795 13.1734299451715
"156" 0.899670415792483 5.06539019305841 12.09363669834
"157" 1.03838768924441 5.57597587325713 17.3243996838997
"158" 1.14885809201903 5.23488140780082 13.5954152285436
"159" 0.691866083760651 4.65614186970489 12.7684853375872
"160" 1.0775701761213 4.45977510769832 11.4705183272766
"161" 1.1276380883712 5.13583987530184 11.7896683165442
"162" 0.914857720355344 6.08054310221807 13.6862124863285
"163" 0.907461222957447 4.58761921945447 16.2614242652962
"164" 1.05895818024447 6.69358717497551 10.8903156014155
"165" 0.773896843711156 4.82085785979774 8.21299389872714
"166" 0.801185985901699 4.37320523830993 11.1224400968119
"167" 1.11948428218522 4.60264111345799 9.5987581499025
"168" 1.28268492640579 6.13088655672582 14.1619924631358
"169" 0.949394901177026 4.38764266183227 13.2837270800549
"170" 0.833378874393096 3.82098661299637 8.83071661058365
"171" 1.23798951552919 6.34555561672283 11.7662128337551
"172" 0.606741317091715 2.2331265677998 8.860226833741
"173" 0.566088706593561 3.34277076957699 11.3609547867927
"174" 0.489691172196618 2.99133408608715 10.3864176938247
"175" 0.484107341116204 2.70210781515811 10.9774227842615
"176" 0.229747559764705 1.13328007548562 5.80113852400357
"177" 0.437405671206596 4.54638471466333 11.9213629862674
"178" 0.561568423247454 3.91385502502925 14.5856353011422
"179" 0.527859611909159 3.84948582755314 11.861408268699
"180" 1.12744637271966 4.62297025519118 13.6214450599488
"181" 0.706200632746222 5.11375761894057 14.8257222790827
"182" 0.83833694286114 4.06183266280861 13.0391805691487
"183" 1.01211880894534 5.97590213343667 14.4559163666984
"184" 1.26020114264247 4.90677306352761 13.5647932100752
"185" 1.10296634538081 5.30061602469333 11.764193472859
"186" 0.93717404649061 4.62507157596779 11.556297719305
"187" 0.778004480153378 4.51810970210011 13.2009782426284
"188" 1.01108481131261 4.69722741130523 12.6673024580406
"189" 1.02030847747869 4.8487533825406 12.8643368570006
"190" 0.782962870047596 5.06464978181037 12.6773248494544
"191" 0.751032613105112 3.13734284115926 11.1741189073621
"192" 0.849354174579741 4.90912170576486 11.9985031602767
"193" 0.7147064511962 5.13984699651648 13.7570450876795
"194" 1.06886329527641 4.83511157142685 12.2928448240367
"195" 1.14616792557376 5.83266050424806 12.2979828222147
"196" 0.824709936031508 3.48557274832176 9.60773561051687
"197" 1.21206791518882 4.51712472239139 11.1638928018555
"198" 0.917429271996101 4.21681798759685 9.48156379364421
"199" 0.86884168176387 4.0050521860138 9.03776624587235
"200" 1.03386945217172 2.85579489373008 8.51067890775613
"201" 0.902217061347963 2.69336258105145 8.06032109020973
"202" 1.0573127271628 4.32445675625856 10.5853745070519
"203" 1.02702112906549 4.50897853347948 10.3446228751694
"204" 0.644375507833841 3.75952337996627 9.51983515920699
"205" 0.949080023924571 2.56235857747587 7.23868641363045
"206" 0.758368662845997 4.81084701658694 13.143198902275
"207" 0.687624131455537 5.4275965864531 14.5826437424637
"208" 0.939352553467752 3.72052204148333 14.1416236896737
"209" 0.782953918062204 4.95194606532627 14.2320005917227
"210" 0.880985446769019 3.84904298024411 12.0071472507315
"211" 0.951768005065381 4.32151555127099 12.3993476721441
"212" 1.12998308163074 4.17655373035285 11.3753671458941
"213" 0.899749204228078 4.68746834073844 8.18904202999892
"214" 0.776399313270301 3.84431920149496 11.7801944294847
"215" 0.6357452578984 4.46397030617411 10.1301582886759
"216" 1.161290345183 4.88649235635272 13.8341945996859
"217" 0.919987191804126 5.1032847897595 14.2558154315883
"218" 1.19387418951401 4.89314164510323 14.6237562464329
"219" 1.10181669827602 5.43478760436289 12.078427699528
"220" 0.939384749064938 4.48780460172419 10.2389611672657
"221" 1.04597480713501 5.89115796622775 12.0956477723309
"222" 1.0850187031052 5.36373725586742 12.0144850213227
"223" 1.12910029134026 5.44877687415119 11.985644891452
"224" 0.860704220600007 4.54393724287118 11.0556976120902
"225" 0.680707411900471 3.66965527777512 11.8754093631747
"226" 0.784666335949183 3.96239010258014 8.82160259364061
"227" 0.663546941577078 4.09573661436483 9.8111568561557
"228" 1.21248526216426 4.7249003003613 13.8143916841537
"229" 0.842309877195449 4.0324190932575 9.29623549157765
"230" 0.830518080649501 4.36630836553038 9.65886736474546
"231" 0.671820647323695 3.4627526857751 14.1939135720569
"232" 1.15323385458326 5.47299960578856 13.097999712508
"233" 0.764198946196141 4.1341228865081 12.0418955994114
"234" 1.22110042022184 6.21780123410819 12.050906429838
"235" 0.673486708982451 2.92344447863902 12.8886844085252
"236" 1.07268588333928 5.09121898329628 12.6125987454945
"237" 1.11965344723414 4.65942711737105 12.0048527434337
"238" 0.953846795040002 5.50565952577478 12.7132130002759
"239" 1.14167020904618 2.28750269744012 8.46990610108261
"240" 0.664339550210866 3.37287322091441 10.5072792010549
"241" 0.827292838326678 2.97259395158477 10.2963785434147
"242" 0.817070272925937 4.8049055078065 9.3103895433643
"243" 0.626042280165564 4.89647665289875 18.5342394918729
"244" 0.781286679694899 3.88288283784103 10.7117790545173
"245" 0.780206157776479 5.37602515773971 13.8729896375881
"246" 0.950156640722888 5.11109885196941 15.9224693736214
"247" 0.905740462185444 5.8927132466686 13.0033597499387
"248" 1.02636052339483 4.40946007247936 13.5564891502023
"249" 0.896907462239857 5.83811060876492 13.3961820704815
"250" 0.94667004161757 5.0483860317966 13.7927084739082
"251" 0.879050306161668 4.18704738624022 11.4939769563775
"252" 0.670985302888486 4.96328431467815 10.6931290677243
"253" 0.768717737788527 4.87924803155462 11.4789548813684
"254" 0.759128983480594 3.18726311178579 10.5813360913647
"255" 0.911607848625916 4.07435561554411 8.95189704079898
"256" 1.01823723722941 5.64091895094971 10.8707535487555
"257" 0.737715940667724 4.64135523472386 10.3536365276687
"258" 1.27505325788328 6.05672844628968 15.409721589638
"259" 0.799154491240354 4.82269938067073 13.9642565487409
"260" 0.308544191218385 2.32023791244777 9.31176941609204
"261" 0.463789560676367 2.82402759042437 12.1022181445788
"262" 0.815878711784712 4.57574690788041 13.04970447556
"263" 0.862447397295516 4.19481599813639 12.4256414575213
"264" 0.983788516329638 5.23049391303124 13.259072485369
"265" 0.772674511801091 3.51131743233989 10.3101208774543
"266" 0.933946511916183 5.25184938439555 14.088106284337
"267" 0.574223597378393 4.73670042386488 12.9331899895939
"268" 0.489898901312674 3.24918228471293 11.8344516201978
"269" 0.542712908835211 1.80750768620679 8.6661075943421
"270" 0.396123852063084 2.20794870469476 7.38673299550438
"271" 0.339889725110346 2.44875165383659 10.1747829529032
"272" 0.359507996823104 2.4874840281906 8.83322360855355
"273" 0.30990791456276 3.50982847113689 11.696413815306
"274" 0.295604012186263 2.48121386682253 9.44802136405003
"275" 0.17228196929255 1.8121845740535 7.4110101353695
"276" 0.136904802617845 1.36509486381617 7.07585255121914
"277" 0.402644650450056 1.76796207171771 6.35950791702243
"278" 1.36386413546442 1.86446941945414 7.2563981478812
"279" 1.35655069964161 4.00038619465301 8.27232948991795
"280" 0.9806622354223 4.65963152807931 8.50700493889451
"281" 0.952061797511424 4.18249082690044 9.57841708191248
"282" 0.910334941499548 3.55249477805926 8.58793208617706
"283" 0.789988761403165 4.18651220414111 10.3881490856622
"284" 0.858462289258144 2.31661838358291 9.43825554344703
"285" 1.01517495259545 2.56750117850877 9.60202322091074
"286" 0.92168426690057 4.66931080361141 10.6397203664068
"287" 1.40735586788153 2.47863142479839 7.89142807977599
"288" 0.595155050503969 2.57174645271672 9.38228589734978
"289" 0.42162306639108 3.53800044566418 11.4010611362878
"290" 1.21333936410688 3.35245278260237 9.59817206076531
"291" 0.917210309092287 1.79158405521592 8.71232618914701
"292" 0.948125019403742 2.95516231393628 8.18939111583863
"293" 1.15164288988187 2.25485373962205 8.84701822190986
"294" 0.926262362674054 2.39258273777965 8.32457638660119
"295" 1.03041817984697 1.28545508573809 7.75907063611816
"296" 0.72130924656133 1.49776354948035 7.97668647553229
"297" 0.676563991005847 1.92794188265567 8.12639855131563
"298" 0.412652549674512 1.70538064887038 7.19347351079923
"299" 0.74920958439649 2.72953475804341 8.56333946857431
"300" 0.646406098646883 1.97955418644026 7.7404346532704
"301" 0.405663934527286 1.73219739829276 8.0555257241694
"302" 0.330790642675451 1.8254469366684 7.9001823946689
"303" 0.320123147704737 1.43754189427528 7.78027112658926
"304" 0.360240076376014 1.81588534156689 7.38918997338963
"305" 0.295140391239267 2.74951654466651 11.6015466472551
"306" 0.545849376249639 2.59545651063536 9.79328332244339
"307" 0.877477776411331 5.37305830190999 10.8491463291977
"308" 0.962320654609768 5.06551511775816 10.786143167737
"309" 0.862024871006778 3.80929413905133 10.7785080328929
"310" 0.901008786432125 5.00235060020222 13.1263768462699
"311" 0.861848909089822 5.08747356593277 11.4023005543734
"312" 0.789115351610532 4.52502164339716 11.416391473663
"313" 1.00520514703711 5.3413353200274 15.9840623540896
"314" 0.687285389428679 3.83305419662223 9.72017701295497
"315" 0.651171906808628 3.25114106856717 10.1138371771788
"316" 1.17717529379065 3.22847436057192 8.44020429212868
"317" 0.596613447152626 2.44251477180493 9.99178720592291
"318" 0.981838950692039 2.42115691920747 7.2150930111026
"319" 0.821186275785242 2.09181583388422 8.699991548072
"320" 0.965514717903839 3.96001887747646 8.72160401194884
"321" 1.22331095439064 3.84272215589065 7.44483030766651
"322" 1.14869328530585 4.08913289204627 15.0255387108888
"323" 0.868749914746476 2.96563146878391 8.5291469204983
"324" 0.670456956471555 2.69163847328765 8.27689340771772
"325" 0.729078564318377 3.87024386441854 9.94598278625459
"326" 1.00607624596178 4.54183741145912 11.3681808859815
"327" 0.874978957560703 4.5896508723538 12.7849409223643
"328" 0.824234987658681 4.17859138077495 12.4301553710827
"329" 0.718116893282658 3.59223511718761 11.067394665744
"330" 0.880738978387552 3.84267797250567 10.7217727159297
"331" 0.72151547330172 3.62959097738536 10.5114472793558
"332" 1.30710967313415 4.31553776126231 12.456404633928
"333" 0.809315865222757 5.0497818139904 10.98259940722
"334" 1.07581937828942 6.27595052606772 18.0583427913487
"335" 0.746830513492739 4.56731479356077 9.62048594576053
"336" 0.610007258687745 4.23313796875576 10.4984076468408
"337" 1.17294801966053 5.52109856454604 11.5435796579956
"338" 0.938829563535058 4.7587183351806 13.2503159493118
"339" 1.09780983784164 4.29098594261573 12.2414232201786
"340" 1.05190835558556 3.77521799272423 11.4773705101295
"341" 1.03583516146808 5.42295433309322 9.99528436006553
"342" 1.06266727425249 4.16278583102419 8.49702261371889
"343" 0.857473512501391 3.36559602873317 9.22745819999438
"344" 0.892423323704389 2.52132847566333 8.72614596107205
"345" 0.754121995807051 3.81754606656891 8.82518017942131
"346" 1.01572324920762 5.52372714703745 12.3553480015243
"347" 0.730921920522887 4.24895641785992 15.9658392656237
"348" 0.80050013524227 4.70718451391476 11.1266895415969
"349" 0.783906842297208 5.52433549190448 13.3108850691669
"350" 0.916181775655556 3.89708169433596 12.6796662508369
"351" 0.774580442480886 4.95544830656065 12.1628585146519
"352" 0.929833430369835 4.24554215318362 14.9202892755651
"353" 0.948668578769381 4.41950070415953 12.173272117775
"354" 0.688130296993277 5.04044358700084 13.5113908859001
"355" 1.04957474461628 4.41282851295593 10.7218335117813
"356" 0.885576582154432 3.77568160137401 8.91613044526533
"357" 1.06610628495812 6.81219654624345 13.0387583242691
"358" 0.890183410694194 4.50330572490654 11.9226369817318
"359" 0.706715170493452 4.70929001270229 15.4733025846369
"360" 1.03980041902316 5.10968863432648 13.3194960297557
"361" 1.05552067889547 4.81431120191626 16.3978913567817
"362" 1.01294580739151 2.5655606400018 9.14490001053565
"363" 1.02582170710601 6.15131368461122 11.3338918642841
"364" 1.00834981093797 4.67983440540479 11.6798017939818
"365" 0.766444607335592 4.51061022187365 12.6005198630869
"366" 0.802575127968723 3.87383445801388 12.7913137464662
"367" 0.635948379496278 3.29963928566748 15.7883325371158
"368" 0.675561918340105 5.13557154433474 11.6327272540249
"369" 0.823376479389773 4.83331318101836 12.6193123513764
"370" 0.781715374059546 4.87991514784962 12.4306410391424
"371" 0.946823011838154 4.33199188045369 12.0767904127655
"372" 1.08522845608242 3.7702901543973 7.8137664230871
"373" 0.868757494399614 5.08444789356998 10.1701203728289
"374" 0.602439859671524 5.41017518114705 10.467536403833
"375" 1.38789518134238 4.04823687283134 14.2424573984802
"376" 0.657686027039731 5.57776134928648 13.6448650562442
"377" 0.975519993231467 3.66998157445183 10.2674157760732
"378" 0.488555742696748 3.82776385523405 12.1140285880566
"379" 1.1056049273569 5.29462043183366 11.0940537033192
"380" 1.1331513360221 5.25366633300371 12.1492355230646
"381" 1.06219832613662 5.46574783753835 13.8757671048244
"382" 0.777254349386936 4.63153691730108 12.4149502711634
"383" 0.913296483720314 3.88335423008249 11.810862791988
"384" 0.76605690587822 4.45275669124813 11.3552666077095
"385" 0.847723062289624 4.12793273378885 11.7721088719429
"386" 0.856571412179034 4.18628254085501 11.8572397516604
"387" 0.737002986331315 5.59474998571917 13.6974776762811
"388" 1.28630123134964 4.24639221710154 12.8703436356959
"389" 0.910433091442434 6.66339096940748 17.4716279410761
"390" 0.970683218312453 2.97803584839311 11.5945227757684
"391" 0.865110759698157 3.18233893161134 11.494314108893
"392" 1.00270771297767 2.71183905254028 11.9287597762084
"393" 0.820137864871544 4.55965684549198 11.2435518860651
"394" 0.971219334833013 5.0167999815074 10.6482413826339
"395" 0.729698098628066 3.63135419970635 9.43550773971857
"396" 0.816194377482519 3.5384262471009 10.6453181745832
"397" 0.863237306757314 3.54163291088775 10.896612706001
"398" 0.822358317129445 6.44931036885921 11.2405279328764
"399" 0.737633112476207 4.88245512523066 10.0209022828559
"400" 0.702210190044048 3.80520971311669 8.8092771743517
"401" 0.645861320983122 4.64922641644855 9.69186454224996
"402" 0.635814268154178 4.59151655377107 9.4820931262705
"403" 0.8826928214399 4.21390586149785 15.0392894407336
"404" 1.03396084342348 5.22116270221697 15.2723475607765
"405" 1.09920589056136 5.22568762739097 14.4334673492879
"406" 1.041102999607 4.39506201142237 9.21339826147481
"407" 0.946697156381821 4.60216444755124 10.1681378015449
"408" 0.734258826763715 4.36844778258223 10.830567348554
"409" 0.618204172983855 3.36682588914462 9.68253832933418
"410" 1.13125097198209 6.61740548686864 13.1806030848057
"411" 0.856224578519451 3.07255251862199 9.06711510805047
"412" 0.655893749290114 4.18430579387985 11.718749075157
"413" 0.992727298121037 4.64955429870274 13.6052516621899
"414" 0.707690141566529 3.64097729950729 10.7412766501574
"415" 0.652900306147708 4.32721863645443 10.4919518248416
"416" 0.834797020067942 3.71413029507211 10.5647193980441
"417" 0.979875664029584 3.04850544849858 10.0413574621452
"418" 1.05269086523596 4.14356244576408 9.46279464928664
"419" 0.854419053625351 4.20241169089938 8.98522526905122
"420" 0.975071050080078 1.9926045576679 8.18978185822287
"421" 1.13991644683154 6.48381958458738 12.644857554512
"422" 1.21133056801734 4.61881326660828 14.6603132458712
"423" 0.72520561549127 4.15761059382725 11.102209332189
"424" 0.970564336986783 3.47374479359786 9.54697695513622
"425" 0.812443081642666 3.97435541311731 12.7519716203603
"426" 1.14463974952048 3.89799592237554 10.7327358522636
"427" 1.09657998878678 4.78576825769001 12.5943496146184
"428" 0.648594686475248 4.53984392311823 10.2049291487092
"429" 1.1475953077273 4.61274568564609 14.417766157833
"430" 0.761409592996451 4.89085734893221 14.013833356296
"431" 1.09492324161471 4.17965844711679 12.2406394733982
"432" 0.2923864667687 3.37757575435298 11.6498637876455
"433" 0.354823834174206 2.93061439037239 8.20184295280742
"434" 1.05914670732045 5.41827748552584 15.6631669523752
"435" 0.9821815512159 5.71327274891511 16.2800406618875
"436" 0.939000540288593 4.67292917345656 13.7374747623266
"437" 1.11169797158246 5.5076619528643 14.373514447665
"438" 0.889859409187195 5.83485532289193 12.2248212512773
"439" 1.16141679529478 4.20372832987341 8.85752772106349
"440" 0.983680395829231 5.95574635512309 15.3658435904027
"441" 0.859195173765034 4.80047508257264 9.25306282693347
"442" 1.4406609751765 6.05179588141596 8.49254486860067
"443" 1.07247941756892 4.86985448250328 8.45369957179244
"444" 0.919384062691744 3.34390237928797 12.6988154559066
"445" 0.730047194625987 3.18874273920319 8.71955782362283
"446" 1.00890381168317 4.20007859165016 10.7645880152314
"447" 0.781884369284682 4.09626879897534 10.5102374695401
"448" 0.723667745514395 3.9099946550102 13.4932844860783
"449" 0.725888507287617 4.19689449693364 11.7041402327567
"450" 0.556711181574134 3.51836419039722 10.7508433093545
"451" 0.659775158039666 3.87028790472088 10.0017127501452
"452" 0.770935032256762 3.74822418916697 10.5522630764288
"453" 1.08454841143878 5.32912744824807 11.2935467786808
"454" 0.59207925698101 4.36561903673192 12.1065158961621
"455" 0.795547147763528 4.03113384424198 9.33979269250831
"456" 0.833679299442835 3.92660256914963 14.1194616416332
"457" 0.82555812521318 3.81496103425678 13.7366699343771
"458" 0.773450361136479 4.31300776042548 13.5575411227661
"459" 0.907579803925939 5.3471448255181 13.4890557035466
"460" 1.00436277008125 4.67871332276169 13.792983413548
"461" 1.08113982147969 6.10777640722942 10.0501435414645
"462" 0.957898183341328 4.17042478792847 13.6053518838495
"463" 0.878048114569089 5.31605677515144 12.3171951325305
"464" 0.844270359916582 4.99351000989847 12.0897248391101
"465" 0.876650185059767 4.05174635214471 14.4278595189071
"466" 1.04393895065135 6.38892359890973 11.0140378610956
"467" 1.19672548327909 6.19365846822159 10.9736689268188
"468" 0.994077342163786 4.70488977778739 8.80598914411015
"469" 1.31995810046111 6.67996776840531 11.7884842669612
"470" 0.508334911380282 4.28395931713497 14.4275630853357
"471" 1.00603257743039 5.32516639224581 11.6120044202295
"472" 0.908382698888958 4.95990570701015 12.4113528066615
"473" 0.751186926430516 4.06049380693749 11.7756086637119
"474" 0.984587411180996 4.7676379498151 13.3993407083543
"475" 0.61360476022907 4.24433260047308 13.2020209519477
"476" 1.40210911765317 6.85897462346346 15.2001104925618
"477" 0.839981943391708 3.44645140299466 9.54604165983134
"478" 0.721320652764014 3.0044909979487 11.057428485367
"479" 0.981991821045796 3.18683907482386 7.99383669142058
"480" 0.933870224473921 4.25934622631874 10.1592065620908
"481" 0.585570031538487 2.73301574104546 8.46091277506322
"482" 0.73958730693849 4.20205740530105 14.3879337056283
"483" 1.22283021025061 4.43634608026446 9.01187013768891
"484" 0.880087586859779 5.19184169209773 9.65400367551715
"485" 1.31507691440722 4.62204845271927 14.2075775100703
"486" 0.798084541226614 5.80515444839716 12.6241563462107
"487" 1.03456705547082 3.64996816172346 10.9477667260616
"488" 0.822053927415888 5.01242797245537 10.288473955558
"489" 0.794184871192177 3.53342755133823 7.77061558745061
"490" 0.806110215711803 5.16622541702375 12.1677620178673
"491" 1.08746296173707 3.13782650191598 8.80944750583667
"492" 0.986991411957177 3.67672252026419 8.80720147495125
"493" 0.713037322128907 4.15363669656128 15.7646003170501
"494" 1.07568981360166 4.77807951915645 11.2825236864273
"495" 1.06736304479097 5.16657828537353 12.1268135524625
"496" 1.01187753811817 2.74456673343996 7.96763639184465
"497" 1.07999882754154 6.3885120198755 10.9605083795218
"498" 1.19373164136645 5.06002751966261 9.78334748361698
"499" 0.635475730643425 3.92494811141661 10.9517389638736
