"V1" "V2" "V3" "V4" "V5"
"1" -6.41198674653362 3.40545385890501 1.37728003677477 -3.39012836229582 -0.12487257960669
"2" -1.6902237726333 -1.91288546620389 1.88563433885043 1.74883248214173 0.748788201205278
"3" -3.47648028979219 -0.857417522963547 -0.00183649753775839 -0.235086272834189 -1.16226437395765
"4" 0.121816570406951 3.42677731110847 1.2890066214578 -2.56476833881521 2.07877698878695
"5" 12.333936153848 0.383139220765815 1.16722545245097 1.87828262253418 2.45377128029086
"6" 0.404319709857629 2.3131730480781 -2.96472635579492 0.30990195208662 0.750157975752971
"7" -7.32384476058263 -1.69416766717241 -0.988818532151502 1.38871081273279 -1.72316144747851
"8" -1.66760743567568 -2.79511837083119 0.0555378807067546 1.97209960414553 0.266941934757351
"9" -2.15229567888608 1.7734824331912 1.6077521189011 -0.7616642177503 2.15490364270045
"10" 3.18140017289956 2.53304326624424 -1.2953091387042 -1.5270581257247 -0.918690587918634
"11" 0.445212198947218 0.239460957656317 1.10878787767367 0.915670014088376 0.79363774372459
"12" -1.7213958587372 1.73784668884869 -0.751903899821562 -1.43438649180165 0.0200977220248481
"13" -1.35409987365575 -3.29026441240496 2.62800148609828 -0.365377836917265 -0.0710720623765683
"14" -5.92687499577342 -1.02572454039952 -1.23076107390354 -0.42107761156357 -1.25029571066098
"15" -1.3169975094912 -1.15873680486495 0.118117382479282 1.06400910317505 0.489265415698155
"16" -1.60824168882137 2.03899656097719 0.894203547106051 -0.170983929472106 1.7597919798168
"17" 5.73062264438491 -0.98671535380752 0.0958776098616058 0.512282524585414 -2.69571749187154
"18" 11.3563411154675 2.94711255282056 -4.52839668406977 1.36626218120159 -0.0032330311146338
"19" 3.0145540034883 0.773709699519872 -0.0222699442276325 -1.67429429886118 -1.12924680746086
"20" 1.2941987137886 2.31440702206752 -1.04296944791833 0.91549429613817 1.27049240352886
"21" -2.92921369213835 -0.67907154394602 0.174650404823803 0.0819692507951113 -0.509810353149308
"22" -1.74668474098462 -2.71676626755672 1.34999938777923 2.48107380745317 -2.17267484579614
"23" -6.31784260198594 1.99995471321991 0.198313267026423 3.40792508152917 1.74696923285229
"24" 2.17160248894334 1.74388195461629 -1.82872401049654 -0.251491136139899 -0.579638709440476
"25" -2.12221577563015 -1.09161644553493 1.22159804483992 -0.507620692838303 -0.480698115040429
"26" 0.919220051048907 -2.71263169177616 1.4900264760395 -1.09021296938605 -1.58559995305093
"27" -2.65922457881568 0.80763461566145 0.827989422515845 -0.99148866954346 -0.332801237752666
"28" -3.42164123238425 4.70557428549256 2.95880832738092 -0.355486761177812 -1.55103520184653
"29" 3.85785524845105 -1.11749111019575 1.31154722144901 0.340166141705618 -0.576543304597098
"30" -0.136936479806635 0.0871473560006232 -0.487933868355603 1.3552171509341 -0.0506927286406459
"31" 2.06728167677762 -1.82923058080585 -1.17241230988874 0.417990453873649 -1.52463682708189
"32" -2.49118213009606 -1.50260520870577 0.213366122396364 1.15672932699888 1.36360548498625
"33" -1.32424433880859 -2.30883429886108 0.499435516452182 -0.659530972243576 -1.44574529219903
"34" 1.77603903382155 -1.62205423488843 -0.717208155560931 0.110320280620167 0.88856841723825
"35" 3.35317242720342 -0.790946591049626 1.75209636871707 -0.210702455229125 0.726956851766574
"36" 1.05123591997305 1.69460204594526 -2.73352494263617 -0.854586503162373 0.0589876027350126
