"PC1" "PC2" "PC3" "PC4" "PC5"
"1" -8.50258779814422 -6.8045152793634 -1.68580447235422 5.63761218946933 -3.60558193696055
"2" -1.10084717951145 0.165572847938559 -2.61128951198035 -0.975253428344763 -0.24670570634556
"3" -3.07167485896854 -0.550737417790297 -0.839160578819505 -0.660290958105486 -2.62850169032631
"4" -0.0953170934194356 -5.55616841005635 -0.600003479732951 1.41067415907392 0.514365630698246
"5" 7.70090626121767 -1.35808886801381 -1.15515800232157 -0.516613971896147 -0.0425254959454873
"6" 0.559292280558295 -4.35079846998967 2.89988326743568 -1.69928782819823 0.426431535172689
"7" -9.55648629843211 1.74803991287545 -0.989912359345261 -4.70976824017078 -2.64211576262952
"8" -1.18009566935856 1.42127518278572 -1.24721227739446 -1.38646546665887 -0.399853258081383
"9" -1.93292966960845 -3.75390022859155 -1.22659547279988 1.08976560351968 1.20533173947975
"10" 2.9056456858714 -4.34075823241644 1.41463093666891 -0.539940145803088 -0.878488515201882
"11" 0.789053865329514 -2.18860179261239 -1.60586618204384 -1.19656230761544 1.79427973589549
"12" -1.1418837935402 -3.39738249867399 1.05047358603953 -0.223609268528675 -0.639068728042457
"13" -0.976363867287051 1.46058847963388 -2.88400381471371 1.43829957540512 -0.554097367390576
"14" -6.78313358360762 0.890163338597161 0.488153433769753 -0.404890984460796 -2.32181753230949
"15" -0.54086690723622 0.0482805841589526 -0.786266525143585 -0.965581525959497 0.084563327570307
"16" -1.30172834026223 -3.42313043023414 -1.07535093634256 0.0907209901654552 1.80856412644597
"17" 4.92936687687405 -0.59536277811961 -1.09461749372461 -1.09924205011214 -0.978585164431041
"18" 6.33229244545025 -2.73181034879859 2.55498552753045 -1.32540147202123 0.0753668389043737
"19" 3.11051865396379 -1.62597913479751 -0.0976097597064632 0.271345494959977 -1.11019292916319
"20" 1.32736644559284 -3.53348389188746 1.19769336533127 -0.884237569280266 0.804483053438433
"21" -2.41921927297947 0.130395024854651 -0.690292566158852 -0.583761577870896 -0.38247932262509
"22" -1.91525394482595 2.04318706569069 -2.88376318109739 -3.38659677234918 -1.67592525082663
"23" -8.38681247561009 -4.0133475835614 -1.37399738873253 -4.08796494858162 4.183445689444
"24" 2.31121218229105 -2.58010183643155 1.52556386377767 -0.661919901842766 -0.480132750000507
"25" -2.09224729782397 0.624486837402625 -1.21217777394682 1.27448732481526 -0.438387012444463
"26" 1.63624894553628 1.14697659028192 -1.65807993509276 0.527880561936359 -1.69111152458142
"27" -2.36223502979975 -1.78567675411071 -0.950702828541413 -0.0206745157668137 0.260666407836543
"28" -3.89477058831906 -5.4241209205898 -1.9601879766161 -0.603504957342627 0.481009478927058
"29" 4.00008985930769 0.17457940245913 -1.68997470594931 -0.340125014028389 0.0861156844698542
"30" 0.491416216702728 -0.172644088381564 0.127197905714447 -1.1746976781867 -0.174900838040596
"31" 2.2636617514286 1.28220683088908 1.25424575265513 -1.08153336207568 -2.42217379339407
"32" -2.06509376196154 1.36532274000477 -0.575119279266108 -0.213924295696229 1.52758637993929
"33" -0.778677535359546 1.94254401720773 -0.731769613919087 0.283930396523839 -1.16374056776638
"34" 2.1610579675733 1.08373379724549 0.342151812033475 -0.555532477333345 1.00575667228537
"35" 3.64828697124668 0.125901629691545 -1.68989489763028 0.497918399308674 0.440365054861975
"36" 1.34917794130603 -2.1239804792356 2.79977231815304 -0.299356091288479 -0.0671150819247563
"37" 2.9148928128724 1.66768895019439 0.730366391928698 0.333034594556639 -0.63117670770943
"38" 1.31414329635242 1.29079321587867 0.952534462973959 -0.723376916822568 -0.52651847201751
"39" -0.212455320251385 -0.363190972355628 -0.12806777361084 1.48793687110279 1.72264147612265
"40" 1.98864146918957 0.104487521397622 2.20675725031328 -0.76127825479643 0.481128168382391
"41" 2.9252390330418 -0.902757898961394 0.596859383090729 0.220962692744993 -0.185211880593032
"42" -0.0606422994777988 1.46094732399577 0.438140196695924 1.34813073657507 -1.05602306349109
"43" -1.02131461688611 2.17167919838564 2.41418209883896 0.660171937688125 0.861344191847824
"44" 3.21672116389189 1.3022475240737 -1.00837919152646 -0.783329626441795 0.41126655502221
"45" 1.40497313636188 0.411231798616524 1.83919132236087 -0.765276104694233 1.30280659744734
"46" -1.0986983826322 3.61382463065045 1.6716599940954 0.059629360126781 1.26464957535017
"47" 1.05205076481368 2.268570642189 -1.63122678670462 0.808917505911099 0.282167097725959
"48" 2.23812312334526 0.278079910757657 0.20740391129121 0.577101950356845 -0.744249872877363
"49" -2.46921203929737 2.15974528971981 3.08970695461296 -1.43999964566563 -1.90023806296192
"50" 3.86905773869018 -0.0255064144220317 -0.327000600031313 0.232728840840698 0.324599617841351
"51" 6.09460838270371 -0.605696679739099 -0.75636493827553 0.103653499689953 -0.41540030671562
"52" 4.74961462094772 1.36084204663751 -1.98534789368574 0.670716807505446 -0.0733925184891786
"53" 1.23906423275987 -0.462874845661734 0.370343178971408 0.748108119709836 -0.263503554062432
"54" -3.87070261988559 1.56762556342118 1.14467386136349 0.205152841082937 1.02860150979692
"55" -3.25371539768811 3.05414533533497 0.567983472294642 0.573939716977384 0.796995028281677
"56" 3.12335387644318 1.34416361984897 -1.41770509822002 -1.32867395841351 -0.241393425077157
"57" -1.42075878359515 2.86926502937946 0.658003167276441 1.09331017030955 0.0383410541575809
"58" -0.196477658934766 0.264425919224302 1.02425264282827 -1.21238622792172 -0.757610724179188
"59" 2.66138194841165 2.45949707667469 -1.08890749840527 2.30792828230568 -0.0537919093068965
"60" -2.28556696688864 -1.44180511485337 4.92803401751555 2.53150111038286 -1.00073606549351
"61" -0.0153368805645149 1.95829027726744 0.0362826930711855 0.697130515557877 0.307806191466283
"62" -0.873249084222381 0.510064812590533 1.06585425511756 -0.480542481578113 0.341105039282597
"63" -0.00491454613937801 2.03173248439923 -0.628027291564761 -0.0523228877207507 0.573118948838996
"64" 4.24724832230524 -0.299336889273733 0.124265538100042 0.212230700775103 0.563254824298737
"65" 2.69705666775724 1.9867169268505 -1.33764347135953 1.427151063301 0.708591089666426
"66" -0.982936425235065 2.96238798948231 0.283982338121353 1.62236322766766 0.689449631740603
