"PC1" "PC2" "PC3" "PC4" "PC5"
"1" -8.64675767863691 -7.05178193279058 -1.86557252061951 5.63715207781146 -3.86306616788065
"2" -1.07864702176848 -0.0290744945862863 -2.52613932551255 -1.17422162843504 -0.0942505811432053
"3" -3.06185720970148 -0.677969420606371 -0.757145919688515 -0.694578574038476 -2.56966874850439
"4" -0.135921539001018 -5.72255392866232 -0.585868448116039 1.28151345029139 0.204844533021192
"5" 7.82581947540599 -1.56177461939648 -1.08503824360446 -0.568077479798474 0.172589775258546
"6" 0.610123737330281 -4.50899224230091 3.14613942787341 -1.46705550068744 0.501653976153624
"7" -9.59260676488028 1.65717818496505 -0.661246698136655 -4.7891871501873 -2.58147315396982
"8" -1.16214907545547 1.26894984643185 -1.20231720176559 -1.43009355983357 -0.154533971996791
"9" -1.95132642061752 -4.02815328633986 -1.25354618538356 1.07613081903505 1.08374532278603
"10" 2.96231825008763 -4.39040464750722 1.58583764344863 -0.52503019986839 -1.05617501455446
"11" 0.803563392030929 -2.34695527776409 -1.56192261464774 -1.33382455702078 1.75340627773445
"12" -1.1190362278664 -3.52535290112253 1.14149104414154 -0.222297089385372 -0.677737756487017
"13" -0.96830412495816 1.28756792610421 -3.09099063196412 1.2941118505932 -0.553677723501619
"14" -6.830654681691 0.786006783936205 0.538108709544927 -0.377985280122343 -2.13204324197925
"15" -0.482357865802747 -0.101719098807961 -0.72129372455137 -0.976677624364632 0.0867206518107704
"16" -1.3241309806942 -3.64577846102986 -1.09965000040295 -0.00727248433615288 1.71062187703231
"17" 5.03941522541823 -0.667926188092996 -1.09159181849078 -1.21923312855894 -0.963688448790093
"18" 6.43676493364225 -2.84847382859528 2.71295044067824 -1.1784883612807 0.317750176311621
"19" 3.16485563742464 -1.69606880820253 -0.179692104230699 0.149787876355507 -1.16626461840745
"20" 1.36455319580324 -3.75577814037013 1.32285855490695 -0.75274329111558 1.14199306956855
"21" -2.39753607457055 0.00975415036930205 -0.62068052466626 -0.679032235775491 -0.394076670824308
"22" -1.86847485423978 1.97893568048596 -2.69054979413664 -3.61862387337108 -1.74262484127023
"23" -8.48700976265265 -4.27742542327318 -1.08054538590342 -4.21746939304089 3.96768071274782
"24" 2.36980081320225 -2.6746597554206 1.61404424256607 -0.564300814714389 -0.41451049831791
"25" -2.09591018248105 0.472913753229279 -1.34121286049559 1.25374080638295 -0.291319834494371
