"Cluster_1_PC_1" "Cluster_2_PC_1"
"1" -5.54013154355523 -3.68811411618849
"2" -1.96059068898722 0.600927934022802
"3" -3.18384259256791 -0.701677941614543
"4" 0.912594610916283 -1.81487727780025
"5" 11.0678188420316 4.12570836388483
"6" 1.17993415525801 -2.30045180778608
"7" -6.34757513811333 -2.14561522581915
"8" -2.11661662630017 1.25084933549635
"9" -1.84864078035636 -1.68767225482345
"10" 3.42364822469553 -0.842840689916309
"11" 0.442255147221583 -0.333256059826176
"12" -1.16133222942862 -1.68361808924205
"13" -2.36767988666463 2.55042579590063
"14" -5.22961309858307 -1.55882420124727
"15" -1.56560204568791 0.240571803033101
"16" -0.663800261630722 -2.19237621320372
"17" 4.6466026095444 2.51752162756738
"18" 11.5087959658999 1.30489337762166
"19" 2.88991912042815 0.957384473996891
"20" 1.64852497172241 -1.65338601119746
"21" -2.77726632309868 -0.62472754856705
"22" -2.29352978204799 1.21923437408976
"23" -4.55418297443349 -5.04123026113323
"24" 2.6132397055235 -1.17748103126458
"25" -2.33318614373581 0.0162015553842871
"26" 0.401052400499862 2.8370178663554
"27" -2.47309524365819 -0.870955536732832
"28" -2.7131852376571 -4.30101565829895
"29" 3.25157770838879 2.32044813351579
"30" 0.101448442548394 -0.543307438150854
"31" 1.83938314217428 2.11471515873562
"32" -2.49672106562663 0.0289662862136242
"33" -2.06737150713285 1.45323420932192
"34" 1.02659675322102 1.7751510963653
"35" 2.39756302226953 2.23200812896538
"36" 1.15981098476951 -0.942368737153076
"37" 1.44666059777591 2.98619635861043
"38" 0.427771146156706 1.11485069618054
"39" -0.999933620390803 0.326430164144401
"40" 1.7477370884041 0.113753749843693
"41" 2.19594107027202 0.580218468927537
"42" -1.30430698651785 1.61700021700512
"43" -1.58133733352647 0.285198071829793
"44" 1.95590484066588 2.76303541356532
"45" 1.33685022835384 -0.596306323578239
"46" -1.44550618245412 1.22485174032339
"47" -0.122466456155703 2.48911947561872
"48" 1.35623009470272 0.62445314397531
"49" -2.30713898629194 -0.877853817749155
"50" 3.36815660923171 1.5119815178437
"51" 7.02140674647764 2.25453489929736
"52" 4.2422844581126 3.22476334147707
"53" 0.760810497909947 -0.440638079848726
"54" -3.22791114934023 -2.07161059608728
"55" -3.55104466275473 0.162435586554051
"56" 2.11260290303679 1.94594607539484
"57" -1.87178370506239 0.475230308451593
"58" -0.744384624414534 -1.21984320393992
"59" 1.10585917692065 4.41997112319274
"60" -1.2412172438113 -2.95439124457284
"61" -0.829062078071658 0.718373143755321
"62" -0.683626012292396 -2.41382486259838
"63" -0.576684589525488 -0.343096051251981
"64" 4.88337925466133 0.421305442843201
"65" 1.54645811977994 2.97991199937022
"66" -1.45629863152806 0.213355250428884
"67" -0.733738569670065 -1.19954782594696
"68" -1.65197459210943 -3.33873245398063
"69" -5.0585633976807 -2.56627186301256
"70" 0.678138307094503 0.670736870032232
"71" -1.36741741453398 -1.91001357247245
"72" -4.58366240659227 -2.68247556382146
"73" 0.186620183735847 -0.258337147714542
"74" 1.83280979016399 -0.964635568930118
"75" -2.79073169767689 -3.13292302548099
"76" 3.10636658909864 0.405384721812607
