"Year" "Month" "PDO"
"1172" 1978 "Aug" -0.4422355
"1173" 1978 "Sept" -0.49875
"1174" 1978 "Oct" 0.3438379
"1175" 1978 "Nov" 0.365288
"1176" 1978 "Dec" -0.3563455
"1177" 1979 "Jan" 0.009573585
"1178" 1979 "Feb" -0.9460955
"1179" 1979 "Mar" -0.1246658
"1180" 1979 "April" 0.2548826
"1181" 1979 "May" 1.051844
"1182" 1979 "June" 0.758436
"1183" 1979 "Jul" 0.7792365
"1184" 1979 "Aug" 0.547134
"1185" 1979 "Sept" 1.257463
"1186" 1979 "Oct" 1.641808
"1187" 1979 "Nov" 1.136667
"1188" 1979 "Dec" 1.005291
"1189" 1980 "Jan" 0.8472765
"1190" 1980 "Feb" 1.528611
"1191" 1980 "Mar" 1.335418
"1192" 1980 "April" 1.549572
"1193" 1980 "May" 1.534015
"1194" 1980 "June" -0.1526539
"1195" 1980 "Jul" 0.2458887
"1196" 1980 "Aug" 0.354256
"1197" 1980 "Sept" 0.1912887
"1198" 1980 "Oct" 1.5094
"1199" 1980 "Nov" 1.185254
"1200" 1980 "Dec" 0.6540275
"1201" 1981 "Jan" 1.811379
"1202" 1981 "Feb" 1.934166
"1203" 1981 "Mar" 2.004187
"1204" 1981 "April" 1.674827
"1205" 1981 "May" 1.736826
"1206" 1981 "June" 2.003925
"1207" 1981 "Jul" 1.244295
"1208" 1981 "Aug" 0.821989
"1209" 1981 "Sept" 0.9867865
"1210" 1981 "Oct" 0.2673604
"1211" 1981 "Nov" 0.9191245
"1212" 1981 "Dec" 1.093029
"1213" 1982 "Jan" 0.293643
"1214" 1982 "Feb" 0.2831867
"1215" 1982 "Mar" 0.1911913
"1216" 1982 "April" -6.519275e-08
"1217" 1982 "May" -0.5079095
"1218" 1982 "June" -0.411698
"1219" 1982 "Jul" 0.5613055
"1220" 1982 "Aug" 0.3951395
"1221" 1982 "Sept" 1.083649
"1222" 1982 "Oct" 0.641144
"1223" 1982 "Nov" -0.0525728
"1224" 1982 "Dec" 0.790888
"1225" 1983 "Jan" 1.074787
"1226" 1983 "Feb" 1.822233
"1227" 1983 "Mar" 2.67407
"1228" 1983 "April" 2.146998
"1229" 1983 "May" 1.825922
"1230" 1983 "June" 2.393311
"1231" 1983 "Jul" 2.887777
"1232" 1983 "Aug" 1.956136
"1233" 1983 "Sept" 1.107071
"1234" 1983 "Oct" 1.056048
"1235" 1983 "Nov" 1.612489
"1236" 1983 "Dec" 1.912631
"1237" 1984 "Jan" 1.657992
"1238" 1984 "Feb" 1.324442
"1239" 1984 "Mar" 1.831634
"1240" 1984 "April" 1.123762
"1241" 1984 "May" 1.076915
"1242" 1984 "June" -0.009970555
"1243" 1984 "Jul" 0.0556941
"1244" 1984 "Aug" 0.712796
"1245" 1984 "Sept" 0.5761315
"1246" 1984 "Oct" 0.862463
"1247" 1984 "Nov" 0.5842479
"1248" 1984 "Dec" 0.3448529
"1249" 1985 "Jan" 1.044585
"1250" 1985 "Feb" 0.633927
"1251" 1985 "Mar" 0.01019452
"1252" 1985 "April" -0.2074755
"1253" 1985 "May" -0.2518463
"1254" 1985 "June" 0.4156425
"1255" 1985 "Jul" 0.998823
"1256" 1985 "Aug" 0.8571675
"1257" 1985 "Sept" 0.5936735
"1258" 1985 "Oct" 0.5228825
"1259" 1985 "Nov" -0.449561
"1260" 1985 "Dec" 0.606263
"1261" 1986 "Jan" 1.445577
"1262" 1986 "Feb" 2.094326
"1263" 1986 "Mar" 2.382247
"1264" 1986 "April" 1.65334
"1265" 1986 "May" 1.439151
"1266" 1986 "June" 1.171884
"1267" 1986 "Jul" 1.53734
"1268" 1986 "Aug" 0.617246
"1269" 1986 "Sept" 0.627403
"1270" 1986 "Oct" 1.399216
"1271" 1986 "Nov" 2.024263
"1272" 1986 "Dec" 1.912792
"1273" 1987 "Jan" 1.832117
"1274" 1987 "Feb" 2.268028
"1275" 1987 "Mar" 1.970168
"1276" 1987 "April" 2.04281
"1277" 1987 "May" 1.89056
"1278" 1987 "June" 1.152777
"1279" 1987 "Jul" 2.220666
"1280" 1987 "Aug" 2.367697
"1281" 1987 "Sept" 2.354324
"1282" 1987 "Oct" 1.685898
"1283" 1987 "Nov" 1.625404
"1284" 1987 "Dec" 1.540326
"1285" 1988 "Jan" 0.9033149
"1286" 1988 "Feb" 1.098528
"1287" 1988 "Mar" 1.112552
"1288" 1988 "April" 0.8899205
"1289" 1988 "May" 0.8863469
"1290" 1988 "June" 0.5639165
"1291" 1988 "Jul" 0.3282895
"1292" 1988 "Aug" -0.3354568
"1293" 1988 "Sept" -0.3403302
"1294" 1988 "Oct" 0.01662055
"1295" 1988 "Nov" 0.07115079
"1296" 1988 "Dec" -0.1287412
"1297" 1989 "Jan" -1.363057
"1298" 1989 "Feb" -1.217191
"1299" 1989 "Mar" -0.760032
"1300" 1989 "April" 0.02442286
"1301" 1989 "May" 0.171947
"1302" 1989 "June" 0.2655464
"1303" 1989 "Jul" 0.8969904
"1304" 1989 "Aug" 0.1204434
"1305" 1989 "Sept" -0.07698355
"1306" 1989 "Oct" -0.08504755
"1307" 1989 "Nov" -0.4734415
"1308" 1989 "Dec" 0.322427
"1309" 1990 "Jan" -0.1319332
"1310" 1990 "Feb" -0.7294595
"1311" 1990 "Mar" -0.1225507
"1312" 1990 "April" 0.676536
"1313" 1990 "May" 0.4330655
"1314" 1990 "June" 0.371777
"1315" 1990 "Jul" 0.3766035
"1316" 1990 "Aug" 0.3440395
"1317" 1990 "Sept" 0.2729492
"1318" 1990 "Oct" -0.506023
"1319" 1990 "Nov" -1.197417
"1320" 1990 "Dec" -1.522629
"1321" 1991 "Jan" -1.141399
"1322" 1991 "Feb" -0.2738949
"1323" 1991 "Mar" -0.3243377
"1324" 1991 "April" -1.005736
"1325" 1991 "May" -1.150268
"1326" 1991 "June" -1.693419
"1327" 1991 "Jul" -1.170022
"1328" 1991 "Aug" -0.2833964
"1329" 1991 "Sept" 0.743043
"1330" 1991 "Oct" 0.8007475
"1331" 1991 "Nov" 0.8209005
"1332" 1991 "Dec" 0.1254729
"1333" 1992 "Jan" 0.646618
"1334" 1992 "Feb" 0.8314845
"1335" 1992 "Mar" 0.8223881
"1336" 1992 "April" 1.165409
"1337" 1992 "May" 2.127286
"1338" 1992 "June" 1.880816
"1339" 1992 "Jul" 1.908123
"1340" 1992 "Aug" 1.331393
"1341" 1992 "Sept" 0.926219
"1342" 1992 "Oct" 1.672482
"1343" 1992 "Nov" 1.661765
"1344" 1992 "Dec" 0.797643
"1345" 1993 "Jan" 0.4039245
"1346" 1993 "Feb" 0.804937
"1347" 1993 "Mar" 1.141998
"1348" 1993 "April" 1.656197
"1349" 1993 "May" 2.384599
"1350" 1993 "June" 2.604224
"1351" 1993 "Jul" 1.785088
"1352" 1993 "Aug" 2.399159
"1353" 1993 "Sept" 1.616584
"1354" 1993 "Oct" 1.796456
"1355" 1993 "Nov" 1.463361
"1356" 1993 "Dec" 1.185919
"1357" 1994 "Jan" 1.335653
"1358" 1994 "Feb" 0.6835605
"1359" 1994 "Mar" 0.960274
"1360" 1994 "April" 1.196048
"1361" 1994 "May" 1.150789
"1362" 1994 "June" 0.622328
"1363" 1994 "Jul" -0.2676271
"1364" 1994 "Aug" -0.3369881
"1365" 1994 "Sept" -0.78477
"1366" 1994 "Oct" -0.3847795
"1367" 1994 "Nov" -1.242294
"1368" 1994 "Dec" -1.848935
"1369" 1995 "Jan" -0.1867775
"1370" 1995 "Feb" 1.012491
"1371" 1995 "Mar" 1.427436
"1372" 1995 "April" 1.271767
"1373" 1995 "May" 1.752345
"1374" 1995 "June" 1.765043
"1375" 1995 "Jul" 1.632953
"1376" 1995 "Aug" 0.696094
"1377" 1995 "Sept" 1.771844
"1378" 1995 "Oct" 1.033077
"1379" 1995 "Nov" 0.434805
"1380" 1995 "Dec" 0.65436
"1381" 1996 "Jan" 1.139064
"1382" 1996 "Feb" 1.634979
"1383" 1996 "Mar" 1.524334
"1384" 1996 "April" 1.65634
"1385" 1996 "May" 2.444673
"1386" 1996 "June" 1.35743
"1387" 1996 "Jul" 0.7908285
"1388" 1996 "Aug" -0.091455
"1389" 1996 "Sept" 0.52192
"1390" 1996 "Oct" 0.732235
"1391" 1996 "Nov" 0.9426374
"1392" 1996 "Dec" 0.5510785
"1393" 1997 "Jan" 1.17298
"1394" 1997 "Feb" 0.952336
"1395" 1997 "Mar" 1.200185
"1396" 1997 "April" 1.388047
"1397" 1997 "May" 2.31364
"1398" 1997 "June" 3.247937
"1399" 1997 "Jul" 2.082517
"1400" 1997 "Aug" 2.853781
"1401" 1997 "Sept" 2.399635
"1402" 1997 "Oct" 2.376195
"1403" 1997 "Nov" 2.067919
"1404" 1997 "Dec" 1.796637
"1405" 1998 "Jan" 1.774594
"1406" 1998 "Feb" 2.703557
"1407" 1998 "Mar" 2.383455
"1408" 1998 "April" 1.137367
"1409" 1998 "May" 0.376733
"1410" 1998 "June" 0.1395212
"1411" 1998 "Jul" -0.01524855
"1412" 1998 "Aug" 0.606445
"1413" 1998 "Sept" -0.4572225
"1414" 1998 "Oct" -1.332019
"1415" 1998 "Nov" -0.449932
"1416" 1998 "Dec" -0.5436375
"1417" 1999 "Jan" -0.3976105
"1418" 1999 "Feb" -0.5160295
"1419" 1999 "Mar" -0.854287
"1420" 1999 "April" -1.49827
"1421" 1999 "May" -2.027655
"1422" 1999 "June" -1.957732
"1423" 1999 "Jul" -1.267333
"1424" 1999 "Aug" -1.18818
"1425" 1999 "Sept" -1.455892
"1426" 1999 "Oct" -1.917097
"1427" 1999 "Nov" -1.779474
"1428" 1999 "Dec" -1.554101
"1429" 2000 "Jan" -1.964715
"1430" 2000 "Feb" -0.7351785
"1431" 2000 "Mar" -0.1471334
"1432" 2000 "April" 0.06207845
"1433" 2000 "May" -0.4049465
"1434" 2000 "June" -0.2390521
"1435" 2000 "Jul" -0.783104
"1436" 2000 "Aug" -0.927899
"1437" 2000 "Sept" -0.6844635
"1438" 2000 "Oct" -1.151731
"1439" 2000 "Nov" -0.937664
"1440" 2000 "Dec" 0.1015396
"1441" 2001 "Jan" 0.801605
"1442" 2001 "Feb" 0.392266
"1443" 2001 "Mar" 0.362978
"1444" 2001 "April" -0.5196555
"1445" 2001 "May" -0.463449
"1446" 2001 "June" -0.740656
"1447" 2001 "Jul" -1.543581
"1448" 2001 "Aug" -0.810698
"1449" 2001 "Sept" -1.011699
"1450" 2001 "Oct" -1.030144
"1451" 2001 "Nov" -0.3196281
"1452" 2001 "Dec" -0.509152
"1453" 2002 "Jan" 0.4489765
"1454" 2002 "Feb" -0.4547165
"1455" 2002 "Mar" -0.1795437
"1456" 2002 "April" -0.269787
"1457" 2002 "May" -0.5542845
"1458" 2002 "June" -0.577997
"1459" 2002 "Jul" -0.02782189
"1460" 2002 "Aug" 0.690571
"1461" 2002 "Sept" 0.554078
"1462" 2002 "Oct" 0.6384
"1463" 2002 "Nov" 1.680252
"1464" 2002 "Dec" 2.118162
"1465" 2003 "Jan" 2.381904
"1466" 2003 "Feb" 2.138591
"1467" 2003 "Mar" 2.059855
"1468" 2003 "April" 1.143835
"1469" 2003 "May" 0.9573725
"1470" 2003 "June" 0.2344927
"1471" 2003 "Jul" 1.05076
"1472" 2003 "Aug" 1.441051
"1473" 2003 "Sept" 0.5169815
"1474" 2003 "Oct" 1.38991
"1475" 2003 "Nov" 0.474705
"1476" 2003 "Dec" 0.294356
"1477" 2004 "Jan" 0.1869504
"1478" 2004 "Feb" 0.6420645
"1479" 2004 "Mar" 0.723632
"1480" 2004 "April" 0.613585
"1481" 2004 "May" 1.056804
"1482" 2004 "June" 0.3353787
"1483" 2004 "Jul" 0.398818
"1484" 2004 "Aug" 0.6379555
"1485" 2004 "Sept" 0.399119
"1486" 2004 "Oct" -0.1656613
"1487" 2004 "Nov" -0.4864265
"1488" 2004 "Dec" -0.2801309
"1489" 2005 "Jan" 0.4742395
"1490" 2005 "Feb" 0.677817
"1491" 2005 "Mar" 1.688992
"1492" 2005 "April" 1.103046
"1493" 2005 "May" 1.919866
"1494" 2005 "June" 1.196913
"1495" 2005 "Jul" 0.517699
"1496" 2005 "Aug" 0.1742258
"1497" 2005 "Sept" -0.3390548
"1498" 2005 "Oct" -1.340388
"1499" 2005 "Nov" -1.232616
"1500" 2005 "Dec" 0.3236747
"1501" 2006 "Jan" 0.8831584
"1502" 2006 "Feb" 1.033666
"1503" 2006 "Mar" 0.07005075
"1504" 2006 "April" -0.04049185
"1505" 2006 "May" 0.2234068
"1506" 2006 "June" 0.90482
"1507" 2006 "Jul" 1.066131
"1508" 2006 "Aug" 0.1058666
"1509" 2006 "Sept" -0.578963
"1510" 2006 "Oct" 0.3791515
"1511" 2006 "Nov" 0.0399721
"1512" 2006 "Dec" 0.352912
"1513" 2007 "Jan" 0.1609863
"1514" 2007 "Feb" 0.1359946
"1515" 2007 "Mar" -0.2743121
"1516" 2007 "April" 0.2791981
"1517" 2007 "May" 0.2867011
"1518" 2007 "June" 0.4651885
"1519" 2007 "Jul" 0.942123
"1520" 2007 "Aug" 0.589428
"1521" 2007 "Sept" -0.3362254
"1522" 2007 "Oct" -1.814278
"1523" 2007 "Nov" -1.160068
"1524" 2007 "Dec" -0.716723
"1525" 2008 "Jan" -1.517943
"1526" 2008 "Feb" -1.366722
"1527" 2008 "Mar" -0.6623995
"1528" 2008 "April" -1.53028
"1529" 2008 "May" -1.301496
"1530" 2008 "June" -1.498714
"1531" 2008 "Jul" -1.181278
"1532" 2008 "Aug" -0.9719465
"1533" 2008 "Sept" -1.137076
"1534" 2008 "Oct" -1.197742
"1535" 2008 "Nov" -1.084125
"1536" 2008 "Dec" -1.064252
"1537" 2009 "Jan" -1.477584
"1538" 2009 "Feb" -1.234065
"1539" 2009 "Mar" -1.471256
"1540" 2009 "April" -1.694332
"1541" 2009 "May" -0.7197085
"1542" 2009 "June" -0.179662
"1543" 2009 "Jul" -0.1512291
"1544" 2009 "Aug" 0.1542643
"1545" 2009 "Sept" 1.059818
"1546" 2009 "Oct" 0.5761735
"1547" 2009 "Nov" -0.2532982
"1548" 2009 "Dec" 0.0772723
"1549" 2010 "Jan" 0.8193675
"1550" 2010 "Feb" 1.248621
"1551" 2010 "Mar" 0.9649885
"1552" 2010 "April" 0.978656
"1553" 2010 "May" 0.597261
"1554" 2010 "June" -0.08306725
"1555" 2010 "Jul" -1.28694
"1556" 2010 "Aug" -1.29338
"1557" 2010 "Sept" -1.634213
"1558" 2010 "Oct" -0.87661
"1559" 2010 "Nov" -0.8164695
"1560" 2010 "Dec" -1.640908
"1561" 2011 "Jan" -1.424003
"1562" 2011 "Feb" -0.9356375
"1563" 2011 "Mar" -0.622678
"1564" 2011 "April" -0.4667425
"1565" 2011 "May" -0.5991055
"1566" 2011 "June" -1.11839
"1567" 2011 "Jul" -1.91948
"1568" 2011 "Aug" -1.795262
"1569" 2011 "Sept" -1.693272
"1570" 2011 "Oct" -1.241093
"1571" 2011 "Nov" -2.468767
"1572" 2011 "Dec" -2.177805
"1573" 2012 "Jan" -1.776498
"1574" 2012 "Feb" -1.119013
"1575" 2012 "Mar" -1.244782
"1576" 2012 "April" -0.3052154
"1577" 2012 "May" -1.273479
"1578" 2012 "June" -1.114641
"1579" 2012 "Jul" -1.69142
"1580" 2012 "Aug" -1.529531
"1581" 2012 "Sept" -1.908795
"1582" 2012 "Oct" -0.438004
"1583" 2012 "Nov" -0.0616259
"1584" 2012 "Dec" -1.046006
"1585" 2013 "Jan" -0.687771
"1586" 2013 "Feb" -0.841946
"1587" 2013 "Mar" -0.80227
"1588" 2013 "April" -0.2042537
"1589" 2013 "May" 0.2328189
"1590" 2013 "June" -0.64295
"1591" 2013 "Jul" -0.805546
"1592" 2013 "Aug" -0.9374294
"1593" 2013 "Sept" -0.3440892
"1594" 2013 "Oct" -0.9262085
"1595" 2013 "Nov" -0.3723335
"1596" 2013 "Dec" -0.584927
"1597" 2014 "Jan" -0.07669165
"1598" 2014 "Feb" 0.1313634
"1599" 2014 "Mar" 1.31866
"1600" 2014 "April" 1.27035
"1601" 2014 "May" 2.044795
"1602" 2014 "June" 0.4105535
"1603" 2014 "Jul" 1.012651
"1604" 2014 "Aug" 1.029077
"1605" 2014 "Sept" 1.218732
"1606" 2014 "Oct" 1.92374
"1607" 2014 "Nov" 1.886517
"1608" 2014 "Dec" 2.606121
"1609" 2015 "Jan" 2.35271
"1610" 2015 "Feb" 2.671109
"1611" 2015 "Mar" 2.624391
"1612" 2015 "April" 1.903975
"1613" 2015 "May" 1.340553
"1614" 2015 "June" 1.747291
"1615" 2015 "Jul" 2.091733
"1616" 2015 "Aug" 1.753027
"1617" 2015 "Sept" 1.886003
"1618" 2015 "Oct" 1.965859
"1619" 2015 "Nov" 1.025955
"1620" 2015 "Dec" 1.133667
"1621" 2016 "Jan" 1.627857
"1622" 2016 "Feb" 2.531928
"1623" 2016 "Mar" 3.104374
"1624" 2016 "April" 3.019037
"1625" 2016 "May" 2.633165
"1626" 2016 "June" 1.712305
"1627" 2016 "Jul" 1.468554
"1628" 2016 "Aug" 0.874377
"1629" 2016 "Sept" 0.4389385
"1630" 2016 "Oct" 0.348858
"1631" 2016 "Nov" 1.516119
"1632" 2016 "Dec" 1.07275
"1633" 2017 "Jan" 0.707154
"1634" 2017 "Feb" 1.057655
"1635" 2017 "Mar" 1.245895
"1636" 2017 "April" 1.338988
"1637" 2017 "May" 1.162126
"1638" 2017 "June" 0.916307
"1639" 2017 "Jul" 0.2214173
"1640" 2017 "Aug" 0.352541
"1641" 2017 "Sept" 0.631442
"1642" 2017 "Oct" 0.1789497
"1643" 2017 "Nov" 0.1291878
"1644" 2017 "Dec" 0.6219045
"1645" 2018 "Jan" 0.9885646
"1646" 2018 "Feb" 0.566384
"1647" 2018 "Mar" 0.245651
"1648" 2018 "April" 0.3065062
"1649" 2018 "May" 0.497546
"1650" 2018 "June" 0.01368367
"1651" 2018 "Jul" 0.7856835
"1652" 2018 "Aug" 0.6863045
"1653" 2018 "Sept" 0.5638325
"1654" 2018 "Oct" 0.3160419
"1655" 2018 "Nov" 0.02921412
"1656" 2018 "Dec" 0.5503505
"1657" 2019 "Jan" 0.4670925
"1658" 2019 "Feb" 0.2490954
"1659" 2019 "Mar" 0.9152115
"1660" 2019 "April" 1.166008
"1661" 2019 "May" 1.292812
"1662" 2019 "June" 0.8547035
"1663" 2019 "Jul" 1.262972
"1664" 2019 "Aug" 0.809872
"1665" 2019 "Sept" 0.795039
"1666" 2019 "Oct" -0.1088738
"1667" 2019 "Nov" 0.2753572
"1668" 2019 "Dec" 0.9835141
"1669" 2020 "Jan" -0.3232169
