"ENSO" "Month" "Year"
"999" 0.267557 "Mar" "1953"
"1000" 0.840111 "April" "1953"
"1001" 0.42758 "May" "1953"
"1002" 0.500233 "June" "1953"
"1003" 0.312206 "Jul" "1953"
"1004" 0.119776 "Aug" "1953"
"1005" 0.728676 "Sept" "1953"
"1006" 0.153246 "Oct" "1953"
"1007" 0.369108 "Nov" "1953"
"1008" 0.16799 "Dec" "1953"
"1009" 0.440008 "Jan" "1954"
"1010" 0.22913 "Feb" "1954"
"1011" 0.0653381 "Mar" "1954"
"1012" -0.255058 "April" "1954"
"1013" -0.45373 "May" "1954"
"1014" -0.720207 "June" "1954"
"1015" -0.910393 "Jul" "1954"
"1016" -0.996864 "Aug" "1954"
"1017" -0.977184 "Sept" "1954"
"1018" -0.863384 "Oct" "1954"
"1019" -1.10524 "Nov" "1954"
"1020" -0.781139 "Dec" "1954"
"1021" -0.614672 "Jan" "1955"
"1022" -0.768709 "Feb" "1955"
"1023" -0.753222 "Mar" "1955"
"1024" -0.875259 "April" "1955"
"1025" -1.15215 "May" "1955"
"1026" -1.1174 "June" "1955"
"1027" -1.20164 "Jul" "1955"
"1028" -0.827265 "Aug" "1955"
"1029" -1.27484 "Sept" "1955"
"1030" -1.54244 "Oct" "1955"
"1031" -1.85334 "Nov" "1955"
"1032" -1.50479 "Dec" "1955"
"1033" -1.17713 "Jan" "1956"
"1034" -0.95892 "Feb" "1956"
"1035" -0.886063 "Mar" "1956"
"1036" -0.713009 "April" "1956"
"1037" -0.50499 "May" "1956"
"1038" -0.738907 "June" "1956"
"1039" -0.829433 "Jul" "1956"
"1040" -0.730366 "Aug" "1956"
"1041" -0.845535 "Sept" "1956"
"1042" -0.637804 "Oct" "1956"
"1043" -0.9568 "Nov" "1956"
"1044" -0.56509 "Dec" "1956"
"1045" -0.525232 "Jan" "1957"
"1046" -0.233999 "Feb" "1957"
"1047" 0.138927 "Mar" "1957"
"1048" 0.492731 "April" "1957"
"1049" 0.529039 "May" "1957"
"1050" 0.634153 "June" "1957"
"1051" 0.810366 "Jul" "1957"
"1052" 0.876776 "Aug" "1957"
"1053" 0.586254 "Sept" "1957"
"1054" 0.797686 "Oct" "1957"
"1055" 1.15075 "Nov" "1957"
"1056" 1.19817 "Dec" "1957"
"1057" 1.59301 "Jan" "1958"
"1058" 1.40918 "Feb" "1958"
"1059" 1.03584 "Mar" "1958"
"1060" 0.368662 "April" "1958"
"1061" 0.3969 "May" "1958"
"1062" 0.387693 "June" "1958"
"1063" 0.149446 "Jul" "1958"
"1064" 0.321625 "Aug" "1958"
"1065" -0.257225 "Sept" "1958"
"1066" 0.0140457 "Oct" "1958"
"1067" 0.109188 "Nov" "1958"
"1068" 0.312922 "Dec" "1958"
"1069" 0.481068 "Jan" "1959"
"1070" 0.513821 "Feb" "1959"
"1071" 0.305008 "Mar" "1959"
"1072" 0.341122 "April" "1959"
"1073" 0.0678005 "May" "1959"
"1074" -0.238577 "June" "1959"
"1075" -0.164423 "Jul" "1959"
"1076" -0.330336 "Aug" "1959"
"1077" -0.478994 "Sept" "1959"
"1078" 0.170807 "Oct" "1959"
"1079" -0.104912 "Nov" "1959"
"1080" -0.024889 "Dec" "1959"
"1081" 0.0748367 "Jan" "1960"
"1082" -0.22439 "Feb" "1960"
"1083" -0.0249519 "Mar" "1960"
"1084" 0.0854416 "April" "1960"
"1085" 0.14348 "May" "1960"
"1086" -0.105448 "June" "1960"
"1087" -0.127693 "Jul" "1960"
"1088" 0.091135 "Aug" "1960"
"1089" 0.0979347 "Sept" "1960"
"1090" -0.00957298 "Oct" "1960"
"1091" -0.315382 "Nov" "1960"
"1092" 0.0373802 "Dec" "1960"
"1093" -0.0999317 "Jan" "1961"
"1094" 0.0587502 "Feb" "1961"
"1095" -0.0367928 "Mar" "1961"
"1096" 0.211971 "April" "1961"
"1097" 0.0840092 "May" "1961"
"1098" 0.197763 "June" "1961"
"1099" -0.204874 "Jul" "1961"
"1100" -0.173784 "Aug" "1961"
"1101" -0.467766 "Sept" "1961"
"1102" -0.662283 "Oct" "1961"
"1103" -0.122971 "Nov" "1961"
"1104" -0.26075 "Dec" "1961"
"1105" -0.179092 "Jan" "1962"
"1106" -0.135521 "Feb" "1962"
"1107" -0.351862 "Mar" "1962"
"1108" -0.250389 "April" "1962"
"1109" -0.33931 "May" "1962"
"1110" -0.129568 "June" "1962"
"1111" -0.183514 "Jul" "1962"
"1112" -0.0403557 "Aug" "1962"
"1113" -0.500456 "Sept" "1962"
"1114" -0.272804 "Oct" "1962"
"1115" -0.371832 "Nov" "1962"
"1116" -0.47365 "Dec" "1962"
"1117" -0.265963 "Jan" "1963"
"1118" -0.240141 "Feb" "1963"
"1119" 0.0025177 "Mar" "1963"
"1120" 0.0222511 "April" "1963"
"1121" 0.0873489 "May" "1963"
"1122" 0.228243 "June" "1963"
"1123" 0.850046 "Jul" "1963"
"1124" 0.994076 "Aug" "1963"
"1125" 0.711414 "Sept" "1963"
"1126" 0.888727 "Oct" "1963"
"1127" 0.810728 "Nov" "1963"
"1128" 1.07608 "Dec" "1963"
"1129" 0.809847 "Jan" "1964"
"1130" 0.56045 "Feb" "1964"
"1131" -0.111452 "Mar" "1964"
"1132" -0.465538 "April" "1964"
"1133" -0.659481 "May" "1964"
"1134" -0.791237 "June" "1964"
"1135" -0.523083 "Jul" "1964"
"1136" -0.671455 "Aug" "1964"
"1137" -0.865135 "Sept" "1964"
"1138" -0.944204 "Oct" "1964"
"1139" -1.04063 "Nov" "1964"
"1140" -1.05623 "Dec" "1964"
"1141" -0.524233 "Jan" "1965"
"1142" -0.34313 "Feb" "1965"
"1143" -0.284943 "Mar" "1965"
"1144" -0.0134087 "April" "1965"
"1145" 0.27409 "May" "1965"
"1146" 0.548323 "June" "1965"
"1147" 0.927647 "Jul" "1965"
"1148" 1.34011 "Aug" "1965"
"1149" 1.32206 "Sept" "1965"
"1150" 1.67241 "Oct" "1965"
"1151" 1.6187 "Nov" "1965"
"1152" 1.47552 "Dec" "1965"
"1153" 1.18369 "Jan" "1966"
"1154" 0.84713 "Feb" "1966"
"1155" 0.861929 "Mar" "1966"
"1156" 0.618851 "April" "1966"
"1157" 0.0188694 "May" "1966"
"1158" 0.221052 "June" "1966"
"1159" 0.337477 "Jul" "1966"
"1160" -0.0289059 "Aug" "1966"
"1161" -0.00325584 "Sept" "1966"
"1162" -0.000812531 "Oct" "1966"
"1163" -0.314732 "Nov" "1966"
"1164" -0.248569 "Dec" "1966"
"1165" -0.495052 "Jan" "1967"
"1166" -0.54171 "Feb" "1967"
"1167" -0.412392 "Mar" "1967"
"1168" -0.459179 "April" "1967"
"1169" -0.156351 "May" "1967"
"1170" -0.0294876 "June" "1967"
"1171" 0.0116062 "Jul" "1967"
"1172" -0.224014 "Aug" "1967"
"1173" -0.531595 "Sept" "1967"
"1174" -0.336834 "Oct" "1967"
"1175" -0.282511 "Nov" "1967"
"1176" -0.34169 "Dec" "1967"
"1177" -0.568033 "Jan" "1968"
"1178" -0.74489 "Feb" "1968"
"1179" -0.717482 "Mar" "1968"
"1180" -0.398399 "April" "1968"
"1181" -0.3563 "May" "1968"
"1182" 0.281153 "June" "1968"
"1183" 0.438667 "Jul" "1968"
"1184" 0.417404 "Aug" "1968"
"1185" 0.114235 "Sept" "1968"
"1186" 0.370777 "Oct" "1968"
"1187" 0.826359 "Nov" "1968"
"1188" 0.782351 "Dec" "1968"
"1189" 0.939518 "Jan" "1969"
"1190" 1.02149 "Feb" "1969"
"1191" 0.646978 "Mar" "1969"
"1192" 0.391571 "April" "1969"
"1193" 0.463829 "May" "1969"
"1194" 0.356813 "June" "1969"
"1195" 0.214266 "Jul" "1969"
"1196" 0.600426 "Aug" "1969"
"1197" 0.528725 "Sept" "1969"
"1198" 0.717937 "Oct" "1969"
"1199" 0.815739 "Nov" "1969"
"1200" 0.702541 "Dec" "1969"
"1201" 0.595318 "Jan" "1970"
"1202" 0.36871 "Feb" "1970"
"1203" 0.310219 "Mar" "1970"
"1204" 0.243582 "April" "1970"
"1205" 0.0816402 "May" "1970"
"1206" -0.222227 "June" "1970"
"1207" -0.876493 "Jul" "1970"
"1208" -0.883785 "Aug" "1970"
"1209" -0.733274 "Sept" "1970"
"1210" -0.600374 "Oct" "1970"
"1211" -0.789761 "Nov" "1970"
"1212" -1.09575 "Dec" "1970"
"1213" -1.41522 "Jan" "1971"
"1214" -1.26997 "Feb" "1971"
"1215" -1.23919 "Mar" "1971"
"1216" -0.903818 "April" "1971"
"1217" -0.74213 "May" "1971"
"1218" -0.695328 "June" "1971"
"1219" -0.521814 "Jul" "1971"
"1220" -0.568325 "Aug" "1971"
"1221" -0.692764 "Sept" "1971"
"1222" -0.736723 "Oct" "1971"
"1223" -0.799681 "Nov" "1971"
"1224" -0.892159 "Dec" "1971"
"1225" -0.534292 "Jan" "1972"
"1226" -0.2101 "Feb" "1972"
"1227" -0.206892 "Mar" "1972"
"1228" 0.275761 "April" "1972"
"1229" 0.402159 "May" "1972"
"1230" 0.740232 "June" "1972"
"1231" 0.944597 "Jul" "1972"
"1232" 1.39784 "Aug" "1972"
"1233" 1.2512 "Sept" "1972"
"1234" 1.82839 "Oct" "1972"
"1235" 1.95064 "Nov" "1972"
"1236" 2.22239 "Dec" "1972"
"1237" 1.65374 "Jan" "1973"
"1238" 1.09939 "Feb" "1973"
"1239" 0.628738 "Mar" "1973"
"1240" -0.000459671 "April" "1973"
"1241" -0.4865 "May" "1973"
"1242" -0.769398 "June" "1973"
"1243" -1.03433 "Jul" "1973"
"1244" -1.12873 "Aug" "1973"
"1245" -1.34683 "Sept" "1973"
"1246" -1.53353 "Oct" "1973"
"1247" -2.01586 "Nov" "1973"
"1248" -2.15945 "Dec" "1973"
"1249" -1.9754 "Jan" "1974"
"1250" -1.49545 "Feb" "1974"
"1251" -1.3868 "Mar" "1974"
"1252" -0.925829 "April" "1974"
"1253" -0.71241 "May" "1974"
"1254" -0.607048 "June" "1974"
"1255" -0.525433 "Jul" "1974"
"1256" -0.227474 "Aug" "1974"
"1257" -0.285295 "Sept" "1974"
"1258" -0.698874 "Oct" "1974"
"1259" -0.896461 "Nov" "1974"
"1260" -0.842329 "Dec" "1974"
"1261" -0.317532 "Jan" "1975"
"1262" -0.320419 "Feb" "1975"
"1263" -0.550282 "Mar" "1975"
"1264" -0.518169 "April" "1975"
"1265" -0.924561 "May" "1975"
"1266" -1.174 "June" "1975"
"1267" -1.12191 "Jul" "1975"
"1268" -1.06984 "Aug" "1975"
"1269" -1.37909 "Sept" "1975"
"1270" -1.41775 "Oct" "1975"
"1271" -1.39424 "Nov" "1975"
"1272" -1.62245 "Dec" "1975"
"1273" -1.765 "Jan" "1976"
"1274" -1.04583 "Feb" "1976"
"1275" -0.626053 "Mar" "1976"
"1276" -0.351488 "April" "1976"
"1277" -0.411991 "May" "1976"
"1278" 0.0942421 "June" "1976"
"1279" 0.277716 "Jul" "1976"
"1280" 0.403015 "Aug" "1976"
"1281" 0.630646 "Sept" "1976"
"1282" 0.913027 "Oct" "1976"
"1283" 0.9513 "Nov" "1976"
"1284" 0.664001 "Dec" "1976"
"1285" 0.896187 "Jan" "1977"
"1286" 0.56678 "Feb" "1977"
"1287" 0.446608 "Mar" "1977"
"1288" -0.186638 "April" "1977"
"1289" 0.0516605 "May" "1977"
"1290" 0.449062 "June" "1977"
"1291" 0.553646 "Jul" "1977"
"1292" 0.322245 "Aug" "1977"
"1293" 0.489664 "Sept" "1977"
"1294" 0.943766 "Oct" "1977"
"1295" 1.09596 "Nov" "1977"
"1296" 1.10092 "Dec" "1977"
"1297" 0.769388 "Jan" "1978"
"1298" 0.519199 "Feb" "1978"
"1299" 0.112139 "Mar" "1978"
"1300" -0.307718 "April" "1978"
"1301" -0.4181 "May" "1978"
"1302" -0.358778 "June" "1978"
"1303" -0.364443 "Jul" "1978"
"1304" -0.533396 "Aug" "1978"
"1305" -0.541315 "Sept" "1978"
"1306" -0.288843 "Oct" "1978"
"1307" -0.0899715 "Nov" "1978"
"1308" 0.0940514 "Dec" "1978"
"1309" 0.091547 "Jan" "1979"
"1310" 0.10157 "Feb" "1979"
"1311" 0.173437 "Mar" "1979"
"1312" 0.246212 "April" "1979"
"1313" -0.00261116 "May" "1979"
"1314" 0.132652 "June" "1979"
"1315" -0.0894241 "Jul" "1979"
"1316" 0.302475 "Aug" "1979"
"1317" 0.543634 "Sept" "1979"
"1318" 0.375977 "Oct" "1979"
"1319" 0.417969 "Nov" "1979"
"1320" 0.708151 "Dec" "1979"
"1321" 0.595888 "Jan" "1980"
"1322" 0.337709 "Feb" "1980"
"1323" 0.141357 "Mar" "1980"
"1324" 0.265852 "April" "1980"
"1325" 0.210159 "May" "1980"
"1326" 0.457132 "June" "1980"
"1327" 0.129936 "Jul" "1980"
"1328" -0.154015 "Aug" "1980"
"1329" -0.0755157 "Sept" "1980"
"1330" -0.0677738 "Oct" "1980"
"1331" 0.15457 "Nov" "1980"
"1332" 0.374022 "Dec" "1980"
"1333" -0.412773 "Jan" "1981"
"1334" -0.44684 "Feb" "1981"
"1335" 0.0270882 "Mar" "1981"
"1336" -0.0982189 "April" "1981"
"1337" -0.0240707 "May" "1981"
"1338" -0.0574875 "June" "1981"
"1339" -0.318054 "Jul" "1981"
"1340" -0.0954342 "Aug" "1981"
"1341" -0.00943565 "Sept" "1981"
"1342" 0.0188274 "Oct" "1981"
"1343" -0.20248 "Nov" "1981"
"1344" 0.0794201 "Dec" "1981"
"1345" 0.0175285 "Jan" "1982"
"1346" -0.109329 "Feb" "1982"
"1347" 0.0366478 "Mar" "1982"
"1348" 0.315132 "April" "1982"
"1349" 0.73167 "May" "1982"
"1350" 1.01423 "June" "1982"
"1351" 0.749996 "Jul" "1982"
"1352" 1.01657 "Aug" "1982"
"1353" 1.45174 "Sept" "1982"
"1354" 2.05959 "Oct" "1982"
"1355" 2.15093 "Nov" "1982"
"1356" 2.37697 "Dec" "1982"
"1357" 2.50555 "Jan" "1983"
"1358" 2.25758 "Feb" "1983"
"1359" 1.76648 "Mar" "1983"
"1360" 1.21397 "April" "1983"
"1361" 1.21897 "May" "1983"
"1362" 0.718233 "June" "1983"
"1363" 0.005867 "Jul" "1983"
"1364" -0.0397148 "Aug" "1983"
"1365" -0.434555 "Sept" "1983"
"1366" -0.982113 "Oct" "1983"
"1367" -1.07192 "Nov" "1983"
"1368" -0.93276 "Dec" "1983"
"1369" -0.742231 "Jan" "1984"
"1370" -0.51137 "Feb" "1984"
"1371" -0.415783 "Mar" "1984"
"1372" -0.518438 "April" "1984"
"1373" -0.552601 "May" "1984"
"1374" -0.809988 "June" "1984"
"1375" -0.286564 "Jul" "1984"
"1376" -0.313765 "Aug" "1984"
"1377" -0.292385 "Sept" "1984"
"1378" -0.784124 "Oct" "1984"
"1379" -1.11569 "Nov" "1984"
"1380" -1.51876 "Dec" "1984"
"1381" -0.841923 "Jan" "1985"
"1382" -0.900169 "Feb" "1985"
"1383" -0.905293 "Mar" "1985"
"1384" -0.907198 "April" "1985"
"1385" -0.814531 "May" "1985"
"1386" -0.666788 "June" "1985"
"1387" -0.489653 "Jul" "1985"
"1388" -0.412806 "Aug" "1985"
"1389" -0.514336 "Sept" "1985"
"1390" -0.594563 "Oct" "1985"
"1391" -0.372431 "Nov" "1985"
"1392" -0.38665 "Dec" "1985"
"1393" -0.740793 "Jan" "1986"
"1394" -0.630329 "Feb" "1986"
"1395" -0.451073 "Mar" "1986"
"1396" -0.329788 "April" "1986"
"1397" -0.389311 "May" "1986"
"1398" 0.0123119 "June" "1986"
"1399" 0.271427 "Jul" "1986"
"1400" 0.311926 "Aug" "1986"
"1401" 0.642136 "Sept" "1986"
"1402" 0.950277 "Oct" "1986"
"1403" 1.10975 "Nov" "1986"
"1404" 1.00038 "Dec" "1986"
"1405" 1.2538 "Jan" "1987"
"1406" 1.19321 "Feb" "1987"
"1407" 1.29737 "Mar" "1987"
"1408" 0.967121 "April" "1987"
"1409" 0.99791 "May" "1987"
"1410" 1.3319 "June" "1987"
"1411" 1.45961 "Jul" "1987"
"1412" 1.56952 "Aug" "1987"
"1413" 1.59071 "Sept" "1987"
"1414" 1.41346 "Oct" "1987"
"1415" 1.35343 "Nov" "1987"
"1416" 1.06747 "Dec" "1987"
"1417" 0.742128 "Jan" "1988"
"1418" 0.366039 "Feb" "1988"
"1419" 0.342289 "Mar" "1988"
"1420" -0.414309 "April" "1988"
"1421" -0.969721 "May" "1988"
"1422" -1.37547 "June" "1988"
"1423" -1.43073 "Jul" "1988"
"1424" -1.36954 "Aug" "1988"
"1425" -1.2853 "Sept" "1988"
"1426" -2.04216 "Oct" "1988"
"1427" -2.11856 "Nov" "1988"
"1428" -1.96668 "Dec" "1988"
"1429" -1.89727 "Jan" "1989"
"1430" -1.35261 "Feb" "1989"
"1431" -1.26623 "Mar" "1989"
"1432" -1.03167 "April" "1989"
"1433" -0.711941 "May" "1989"
"1434" -0.543697 "June" "1989"
"1435" -0.344393 "Jul" "1989"
"1436" -0.500034 "Aug" "1989"
"1437" -0.329796 "Sept" "1989"
"1438" -0.349663 "Oct" "1989"
"1439" -0.23653 "Nov" "1989"
"1440" -0.11467 "Dec" "1989"
"1441" 0.0681286 "Jan" "1990"
"1442" 0.36883 "Feb" "1990"
"1443" 0.249437 "Mar" "1990"
"1444" 0.331091 "April" "1990"
"1445" 0.40925 "May" "1990"
"1446" 0.0912418 "June" "1990"
"1447" 0.260746 "Jul" "1990"
"1448" 0.249165 "Aug" "1990"
"1449" 0.165554 "Sept" "1990"
"1450" 0.168106 "Oct" "1990"
"1451" 0.1283 "Nov" "1990"
"1452" 0.321411 "Dec" "1990"
"1453" 0.548578 "Jan" "1991"
"1454" 0.325489 "Feb" "1991"
"1455" 0.151388 "Mar" "1991"
"1456" 0.278891 "April" "1991"
"1457" 0.51696 "May" "1991"
"1458" 0.741034 "June" "1991"
"1459" 0.738787 "Jul" "1991"
"1460" 0.506695 "Aug" "1991"
"1461" 0.273066 "Sept" "1991"
"1462" 0.952276 "Oct" "1991"
"1463" 1.20119 "Nov" "1991"
"1464" 1.64476 "Dec" "1991"
"1465" 1.67591 "Jan" "1992"
"1466" 1.64914 "Feb" "1992"
"1467" 1.56379 "Mar" "1992"
"1468" 1.49036 "April" "1992"
"1469" 1.36209 "May" "1992"
"1470" 0.625183 "June" "1992"
"1471" 0.385216 "Jul" "1992"
"1472" -0.0729656 "Aug" "1992"
"1473" -0.0915451 "Sept" "1992"
"1474" -0.303404 "Oct" "1992"
"1475" -0.0848618 "Nov" "1992"
"1476" 0.0512314 "Dec" "1992"
"1477" 0.312197 "Jan" "1993"
"1478" 0.43195 "Feb" "1993"
"1479" 0.524408 "Mar" "1993"
"1480" 0.993151 "April" "1993"
"1481" 1.01807 "May" "1993"
"1482" 0.728552 "June" "1993"
"1483" 0.433027 "Jul" "1993"
"1484" 0.231276 "Aug" "1993"
"1485" 0.308134 "Sept" "1993"
"1486" 0.404276 "Oct" "1993"
"1487" 0.342459 "Nov" "1993"
"1488" 0.203831 "Dec" "1993"
"1489" 0.084507 "Jan" "1994"
"1490" -0.14654 "Feb" "1994"
"1491" -0.0101814 "Mar" "1994"
"1492" 0.103712 "April" "1994"
"1493" 0.216829 "May" "1994"
"1494" 0.358282 "June" "1994"
"1495" 0.262777 "Jul" "1994"
"1496" 0.591764 "Aug" "1994"
"1497" 0.444765 "Sept" "1994"
"1498" 0.937786 "Oct" "1994"
"1499" 1.1948 "Nov" "1994"
"1500" 1.22382 "Dec" "1994"
"1501" 1.14301 "Jan" "1995"
"1502" 0.88393 "Feb" "1995"
"1503" 0.534239 "Mar" "1995"
"1504" 0.3325 "April" "1995"
"1505" 0.10335 "May" "1995"
"1506" 0.166862 "June" "1995"
"1507" 0.142387 "Jul" "1995"
"1508" -0.304834 "Aug" "1995"
"1509" -0.518995 "Sept" "1995"
"1510" -0.680914 "Oct" "1995"
"1511" -0.7278 "Nov" "1995"
"1512" -0.714449 "Dec" "1995"
"1513" -0.602402 "Jan" "1996"
"1514" -0.64673 "Feb" "1996"
"1515" -0.423822 "Mar" "1996"
"1516" -0.263739 "April" "1996"
"1517" -0.32262 "May" "1996"
"1518" -0.0297375 "June" "1996"
"1519" -0.0239639 "Jul" "1996"
"1520" -0.216305 "Aug" "1996"
"1521" -0.284414 "Sept" "1996"
"1522" -0.228264 "Oct" "1996"
"1523" -0.241701 "Nov" "1996"
"1524" -0.41622 "Dec" "1996"
"1525" -0.386581 "Jan" "1997"
"1526" -0.224791 "Feb" "1997"
"1527" -0.0118217 "Mar" "1997"
"1528" 0.408762 "April" "1997"
"1529" 0.95878 "May" "1997"
"1530" 1.25143 "June" "1997"
"1531" 1.7302 "Jul" "1997"
"1532" 2.03502 "Aug" "1997"
"1533" 2.17817 "Sept" "1997"
"1534" 2.36526 "Oct" "1997"
"1535" 2.51216 "Nov" "1997"
"1536" 2.34624 "Dec" "1997"
"1537" 2.49332 "Jan" "1998"
"1538" 2.11735 "Feb" "1998"
"1539" 1.55745 "Mar" "1998"
"1540" 0.988171 "April" "1998"
"1541" 0.781059 "May" "1998"
"1542" -0.298857 "June" "1998"
"1543" -0.619553 "Jul" "1998"
"1544" -0.751245 "Aug" "1998"
"1545" -0.767305 "Sept" "1998"
"1546" -1.13657 "Oct" "1998"
"1547" -1.16073 "Nov" "1998"
"1548" -1.48839 "Dec" "1998"
"1549" -1.47403 "Jan" "1999"
"1550" -1.39078 "Feb" "1999"
"1551" -0.859053 "Mar" "1999"
"1552" -0.734619 "April" "1999"
"1553" -0.78616 "May" "1999"
"1554" -0.863308 "June" "1999"
"1555" -0.722094 "Jul" "1999"
"1556" -0.903376 "Aug" "1999"
"1557" -0.783255 "Sept" "1999"
"1558" -0.984474 "Oct" "1999"
"1559" -1.34993 "Nov" "1999"
"1560" -1.52404 "Dec" "1999"
"1561" -1.74589 "Jan" "2000"
"1562" -1.51677 "Feb" "2000"
"1563" -1.20045 "Mar" "2000"
"1564" -0.718668 "April" "2000"
"1565" -0.70969 "May" "2000"
"1566" -0.662678 "June" "2000"
"1567" -0.453503 "Jul" "2000"
"1568" -0.275785 "Aug" "2000"
"1569" -0.337246 "Sept" "2000"
"1570" -0.501173 "Oct" "2000"
"1571" -0.684561 "Nov" "2000"
"1572" -0.900089 "Dec" "2000"
"1573" -0.824982 "Jan" "2001"
"1574" -0.60606 "Feb" "2001"
"1575" -0.419903 "Mar" "2001"
"1576" -0.221548 "April" "2001"
"1577" -0.21652 "May" "2001"
"1578" -0.0237465 "June" "2001"
"1579" 0.121687 "Jul" "2001"
"1580" 0.00374413 "Aug" "2001"
"1581" -0.238855 "Sept" "2001"
"1582" -0.217293 "Oct" "2001"
"1583" -0.227831 "Nov" "2001"
"1584" -0.45475 "Dec" "2001"
"1585" -0.100782 "Jan" "2002"
"1586" 0.0116196 "Feb" "2002"
"1587" 0.156017 "Mar" "2002"
"1588" 0.207102 "April" "2002"
"1589" 0.29044 "May" "2002"
"1590" 0.772112 "June" "2002"
"1591" 0.681437 "Jul" "2002"
"1592" 0.773254 "Aug" "2002"
"1593" 0.867544 "Sept" "2002"
"1594" 1.20652 "Oct" "2002"
"1595" 1.47164 "Nov" "2002"
"1596" 1.43333 "Dec" "2002"
"1597" 1.02513 "Jan" "2003"
"1598" 0.64473 "Feb" "2003"
"1599" 0.530458 "Mar" "2003"
"1600" 0.0359707 "April" "2003"
"1601" -0.447241 "May" "2003"
"1602" -0.109917 "June" "2003"
"1603" 0.257507 "Jul" "2003"
"1604" 0.128025 "Aug" "2003"
"1605" 0.202604 "Sept" "2003"
"1606" 0.503428 "Oct" "2003"
"1607" 0.450909 "Nov" "2003"
"1608" 0.33494 "Dec" "2003"
"1609" 0.308527 "Jan" "2004"
"1610" 0.18203 "Feb" "2004"
"1611" -0.047472 "Mar" "2004"
"1612" 0.134001 "April" "2004"
"1613" 0.180399 "May" "2004"
"1614" 0.224453 "June" "2004"
"1615" 0.523916 "Jul" "2004"
"1616" 0.745825 "Aug" "2004"
"1617" 0.718056 "Sept" "2004"
"1618" 0.775106 "Oct" "2004"
"1619" 0.674358 "Nov" "2004"
"1620" 0.722801 "Dec" "2004"
"1621" 0.601957 "Jan" "2005"
"1622" 0.267759 "Feb" "2005"
"1623" 0.326958 "Mar" "2005"
"1624" 0.354321 "April" "2005"
"1625" 0.38471 "May" "2005"
"1626" 0.312092 "June" "2005"
"1627" 0.108627 "Jul" "2005"
"1628" 0.0380745 "Aug" "2005"
"1629" -0.0308743 "Sept" "2005"
"1630" -0.100313 "Oct" "2005"
"1631" -0.382662 "Nov" "2005"
"1632" -0.74457 "Dec" "2005"
"1633" -0.935173 "Jan" "2006"
"1634" -0.694651 "Feb" "2006"
"1635" -0.682032 "Mar" "2006"
"1636" -0.233028 "April" "2006"
"1637" -0.0227795 "May" "2006"
"1638" 0.178463 "June" "2006"
"1639" 0.141287 "Jul" "2006"
"1640" 0.450436 "Aug" "2006"
"1641" 0.680414 "Sept" "2006"
"1642" 0.804567 "Oct" "2006"
"1643" 1.03991 "Nov" "2006"
"1644" 1.11811 "Dec" "2006"
"1645" 0.640127 "Jan" "2007"
"1646" 0.133129 "Feb" "2007"
"1647" -0.0999126 "Mar" "2007"
"1648" -0.0896683 "April" "2007"
"1649" -0.312691 "May" "2007"
"1650" -0.0774078 "June" "2007"
"1651" -0.258194 "Jul" "2007"
"1652" -0.492756 "Aug" "2007"
"1653" -0.989325 "Sept" "2007"
"1654" -1.36843 "Oct" "2007"
"1655" -1.52948 "Nov" "2007"
"1656" -1.59678 "Dec" "2007"
"1657" -1.73796 "Jan" "2008"
"1658" -1.68187 "Feb" "2008"
"1659" -1.11205 "Mar" "2008"
"1660" -0.81461 "April" "2008"
"1661" -0.5567 "May" "2008"
"1662" -0.350317 "June" "2008"
"1663" 0.0830269 "Jul" "2008"
"1664" 0.0477848 "Aug" "2008"
"1665" -0.214874 "Sept" "2008"
"1666" -0.246113 "Oct" "2008"
"1667" -0.298922 "Nov" "2008"
"1668" -0.885529 "Dec" "2008"
"1669" -0.954823 "Jan" "2009"
"1670" -0.696711 "Feb" "2009"
"1671" -0.669891 "Mar" "2009"
"1672" -0.18096 "April" "2009"
"1673" 0.259769 "May" "2009"
"1674" 0.579332 "June" "2009"
"1675" 0.808987 "Jul" "2009"
"1676" 0.699465 "Aug" "2009"
"1677" 0.741795 "Sept" "2009"
"1678" 1.0006 "Oct" "2009"
"1679" 1.55816 "Nov" "2009"
"1680" 1.82677 "Dec" "2009"
"1681" 1.47222 "Jan" "2010"
"1682" 1.18857 "Feb" "2010"
"1683" 1.11801 "Mar" "2010"
"1684" 0.625391 "April" "2010"
"1685" -0.0681095 "May" "2010"
"1686" -0.533798 "June" "2010"
"1687" -0.777523 "Jul" "2010"
"1688" -1.24559 "Aug" "2010"
"1689" -1.5048 "Sept" "2010"
"1690" -1.60583 "Oct" "2010"
"1691" -1.51194 "Nov" "2010"
"1692" -1.61197 "Dec" "2010"
"1693" -1.65026 "Jan" "2011"
"1694" -1.24588 "Feb" "2011"
"1695" -0.937372 "Mar" "2011"
"1696" -0.66404 "April" "2011"
"1697" -0.44338 "May" "2011"
"1698" -0.159918 "June" "2011"
"1699" -0.107243 "Jul" "2011"
"1700" -0.575066 "Aug" "2011"
"1701" -0.699875 "Sept" "2011"
"1702" -0.878983 "Oct" "2011"
"1703" -1.03607 "Nov" "2011"
"1704" -1.02747 "Dec" "2011"
"1705" -0.874002 "Jan" "2012"
"1706" -0.59021 "Feb" "2012"
"1707" -0.420403 "Mar" "2012"
"1708" -0.21785 "April" "2012"
"1709" -0.0910206 "May" "2012"
"1710" 0.234722 "June" "2012"
"1711" 0.564827 "Jul" "2012"
