"theta[1,1]" "theta[2,1]" "theta[3,1]" "theta[1,2]" "theta[2,2]" "theta[3,2]" "theta[1,3]" "theta[2,3]" "theta[3,3]"
"48" 0.507253723046028 0.427366366293082 0.620464870487715 0.479181321940956 0.223141144545029 0.347427485432744 0.0135649550130164 0.349492489161889 0.0321076440795413
"49" 0.489905948596374 0.444448583729619 0.528353651540187 0.464028625345338 0.500475598927938 0.395770649373662 0.0460654260582872 0.0550758173424433 0.0758756990861519
"50" 0.404187659136217 0.53041090726405 0.39868076458483 0.583372692902259 0.21916144342153 0.586408738943357 0.0124396479615242 0.25042764931442 0.0149104964718126
"51" 0.617351632160318 0.614064235120736 0.214216863093624 0.32623635704018 0.114370625623668 0.779167285453393 0.0564120107995016 0.271565139255596 0.00661585145298305
"52" 0.339843620710466 0.457362648309635 0.107782043995665 0.63437642135985 0.406128629777998 0.448969598645756 0.0257799579296842 0.136508721912366 0.443248357358578
"53" 0.582802288638676 0.337062008199026 0.851787304567401 0.403913174079046 0.522041341514849 0.144198534649136 0.0132845372822785 0.140896650286125 0.00401416078346337
"54" 0.255789092935357 0.461603416678933 0.371877415804141 0.692688845302961 0.273976208777618 0.611417285716747 0.0515220617616815 0.264420374543449 0.0167052984791114
"55" 0.224703546755797 0.63473386549 0.664330296942627 0.638669061652011 0.0446667292488848 0.310593117138907 0.136627391592193 0.320599405261115 0.0250765859184654
"56" 0.742210622116181 0.288916878457815 0.898976177779639 0.229124790971277 0.0954852902549403 0.0632383880646941 0.028664586912542 0.615597831287245 0.0377854341556667
"57" 0.617846659026531 0.201422844161481 0.599833237712458 0.0729715055308259 0.352803561464283 0.108211725218224 0.309181835442643 0.445773594374236 0.291955037069318
"58" 0.6178140929085 0.330452537677808 0.637939371540955 0.158004931998771 0.225592150155888 0.183094085022377 0.224180975092728 0.443955312166305 0.178966543436668
"59" 0.607051086696066 0.341392841762994 0.339374352251861 0.183616366053418 0.265318803140841 0.483300845875121 0.209332547250516 0.393288355096165 0.177324801873018
"60" 0.519520798846892 0.520034275590099 0.806986728317586 0.472564292431475 0.417168263704118 0.129494384588236 0.00791490872163292 0.0627974607057837 0.0635188870941784
"61" 0.570237876769667 0.427197749843556 0.35592101629261 0.404846300689687 0.206731069915909 0.506639069513176 0.0249158225406461 0.366071180240535 0.137439914194214
"62" 0.515867092162411 0.286155240457653 0.666021848657252 0.46708198669001 0.354263109073235 0.223620206867066 0.0170509211475789 0.359581650469112 0.110357944475682
"63" 0.644870936410205 0.400212915911702 0.587415551930022 0.32414521300828 0.433643286246672 0.347979780730722 0.0309838505815142 0.166143797841625 0.0646046673392555
"64" 0.460814193303092 0.589938949441034 0.676114257104627 0.495830283116689 0.1387763918851 0.290417809404487 0.0433555235802193 0.271284658673866 0.0334679334908852
"65" 0.344206171768039 0.539413699256721 0.523423119053358 0.638255084492198 0.304706953091105 0.429611128871614 0.0175387437397626 0.155879347652174 0.046965752075028
"66" 0.688336703684404 0.418343692126796 0.622173267178143 0.281183174040177 0.402189844267588 0.189981129272039 0.0304801222754195 0.179466463605617 0.187845603549818
"67" 0.561710794003962 0.563080644178857 0.40651720063325 0.400585600225557 0.319186347257215 0.577770566359867 0.0377036057704807 0.117733008563928 0.0157122330068824
"68" 0.648736185424504 0.647884320928061 0.178616877662898 0.334740853951043 0.259334219850153 0.564966816364126 0.0165229606244529 0.0927814592217852 0.256416305972976
"69" 0.52326722825755 0.468010209144617 0.926286070994572 0.421713438639164 0.174341738724541 0.0369569784957266 0.0550193331032858 0.357648052130842 0.0367569505097016
"70" 0.502117224423295 0.479961965708829 0.373692728266889 0.471336744762667 0.444927583477936 0.491225147293578 0.0265460308140376 0.0751104508132346 0.135082124439534
"71" 0.646323505689367 0.427628639490285 0.333969954727015 0.32738322823146 0.46203542167489 0.493627669818933 0.0262932660791725 0.110335938834825 0.172402375454053
"72" 0.599001207117419 0.662326530528932 0.321358472028104 0.396297482612466 0.219148431911137 0.404457456368388 0.00470131027011522 0.118525037559931 0.274184071603508
"73" 0.538153594239886 0.455890077068487 0.571628223241725 0.381641345346242 0.431335991238898 0.342212634247747 0.0802050604138725 0.112773931692614 0.0861591425105275
"74" 0.492900456850145 0.499486016753441 0.459245971558457 0.497022509231821 0.313305010343012 0.53344591959869 0.0100770339180338 0.187208972903547 0.0073081088428526
"75" 0.391266683730807 0.416418321556997 0.526346701373622 0.492894234918073 0.415001814319766 0.117404759565723 0.11583908135112 0.168579864123237 0.356248539060655
"76" 0.587901041511073 0.479694925750751 0.616228456179764 0.407819804915899 0.347152281737772 0.377263895996494 0.00427915357302744 0.173152792511478 0.00650764782374258
"77" 0.365083679209776 0.647628924654939 0.844859316694727 0.630321829208413 0.173348167371253 0.121496009780615 0.00459449158181102 0.179022907973808 0.0336446735246577
"78" 0.714573634876284 0.441217335501102 0.74765120980581 0.285362985253352 0.460071796760279 0.00472782973614833 6.33798703644217e-05 0.0987108677386196 0.247620960458042
"79" 0.287313574116629 0.587071624805079 0.486249984481728 0.695730993662756 0.23368670467338 0.509712836495159 0.0169554322206145 0.179241670521541 0.00403717902311251
"80" 0.695213611492936 0.444802458427677 0.490543894340715 0.262291956810171 0.497137701324348 0.150973237736782 0.0424944316968928 0.0580598402479757 0.358482867922503
"81" 0.346117451621984 0.622851661824703 0.515098393503497 0.642961820764011 0.121013064096795 0.468936421899654 0.0109207276140051 0.256135274078501 0.0159651845968491
"82" 0.720439026548992 0.381572342578979 0.501840417805991 0.239931499676819 0.561597091896511 0.22186486017233 0.0396294737741885 0.0568305655245099 0.276294722021679
"83" 0.67250231448257 0.144941540501568 0.400242057813568 0.321268635489969 0.617391628731953 0.556331933702827 0.00622905002746116 0.237666830766479 0.0434260084836053
"84" 0.49125838109798 0.464440239373294 0.746216123175526 0.279388344963886 0.403198713069888 0.139264874925574 0.229353273938134 0.132361047556818 0.114519001898901
"85" 0.549922395249141 0.354163538327839 0.3146392271417 0.440574026993098 0.393700404247951 0.619186667976297 0.00950357775776034 0.25213605742421 0.0661741048820029
"86" 0.516275712966497 0.391978672243794 0.222533576442478 0.440213314713359 0.30008925256082 0.75737565797343 0.0435109723201445 0.307932075195386 0.0200907655840927
"87" 0.608386403888962 0.514815511916032 0.946702121362768 0.360827342134625 0.395462462668296 0.0305375998535527 0.0307862539764127 0.0897220254156721 0.0227602787836795
"88" 0.508905208635826 0.437096287027524 0.912745104763089 0.433794713250235 0.471496911673822 0.0553202294881968 0.0573000781139392 0.091406801298654 0.0319346657487142
"89" 0.510364026289471 0.583013651797215 0.169808480631937 0.467880061334363 0.258149439515315 0.367582144512644 0.021755912376166 0.15883690868747 0.462609374855419
"90" 0.436421994645736 0.325884861872653 0.864691355146099 0.519138419015881 0.580878585702402 0.113355123804965 0.0444395863383825 0.0932365524249448 0.0219535210489362
"91" 0.634456451755456 0.568382739860697 0.209685165607562 0.338304877257468 0.203186952521871 0.514725766334808 0.0272386709870759 0.228430307617432 0.27558906805763
"92" 0.451864164857423 0.421687203583423 0.841784894522312 0.513324371386435 0.327021585231289 0.126064890675451 0.0348114637561424 0.251291211185288 0.0321502148022367
"93" 0.455612938781237 0.70204963858695 0.357553486547457 0.466424586740661 0.208975551433939 0.397795509514369 0.0779624744781025 0.0889748099791107 0.244651003938173
"94" 0.524343864728414 0.30737527024047 0.738714449720449 0.456618210892603 0.373859723918123 0.153223932295918 0.0190379243789828 0.318765005841407 0.108061617983633
"95" 0.641159922950206 0.676620458732024 0.517254195284872 0.35687485547452 0.248361754734361 0.433398491942665 0.00196522157527457 0.0750177865336146 0.0493473127724634
"96" 0.280108799095975 0.274462475214279 0.463938877494053 0.714495008275292 0.556129921681333 0.370259649708009 0.00539619262873259 0.169407603104388 0.165801472797938
"97" 0.798180728781854 0.205886553715332 0.423977783000154 0.189301249127284 0.506927862264739 0.472153004365723 0.0125180220908621 0.287185584019929 0.103869212634123
"98" 0.253522366281864 0.54882435283036 0.839742073426721 0.677268674032093 0.26898179658756 0.0675105468615134 0.0692089596860428 0.18219385058208 0.0927473797117652
"99" 0.745559713259294 0.496032651917669 0.119496823691595 0.238163085851613 0.421280074090527 0.826435258052989 0.0162772008890935 0.0826872739918034 0.0540679182554163
"100" 0.765866750846793 0.305228220509687 0.389302767142055 0.191166591817779 0.647043860042194 0.584190445894654 0.0429666573354284 0.0477279194481193 0.0265067869632909
"101" 0.394375618504646 0.546829241734128 0.526487199150136 0.330149261715319 0.002919839688638 0.280710876199357 0.275475119780035 0.450250918577234 0.192801924650507
"102" 0.348328188815198 0.168392979145695 0.34358687086653 0.536180409856575 0.00160478361177059 0.479374068406374 0.115491401328228 0.830002237242535 0.177039060727096
"103" 0.514895694490776 0.564618838146987 0.787573324740052 0.475721632631667 0.358271143990971 0.152257778420044 0.00938267287755684 0.0771100178620422 0.0601688968399041
"104" 0.497182818904899 0.367238854764496 0.285748856139083 0.352007602543883 0.424404501044151 0.484717138562908 0.150809578551218 0.208356644191352 0.229534005298009
"105" 0.350893670541371 0.566467795145633 0.811894770844558 0.582984938717785 0.202376802157739 0.154075446406973 0.0661213907408434 0.231155402696628 0.0340297827484691
"106" 0.277346602386528 0.340120594934454 0.748325726011488 0.611201913011056 0.451277934639433 0.243833408226607 0.111451484602416 0.208601470426112 0.00784086576190599
"107" 0.64887728529014 0.620337647205719 0.359412635639335 0.325563580755954 0.178953137454121 0.172698733038781 0.0255591339539065 0.20070921534016 0.467888631321885
"108" 0.443342911785312 0.546805299701357 0.83322308461994 0.483554869459734 0.231887674678439 0.107400842561268 0.0731022187549549 0.221307025620204 0.0593760728187921
"109" 0.682977051132369 0.440742566282072 0.323315819594814 0.30693712943037 0.461955187077633 0.537131437318461 0.0100858194372606 0.0973022466402945 0.139552743086725
"110" 0.677382933713409 0.297233685320549 0.292776666062638 0.310407743273113 0.533624561084043 0.38521738501741 0.0122093230134783 0.169141753595408 0.322005948919952
"111" 0.693276046714435 0.328894475187597 0.32813491990197 0.279309075868815 0.521083672306676 0.247833331601345 0.0274148774167498 0.150021852505728 0.424031748496685
"112" 0.471301283565593 0.580706805460302 0.385806511861982 0.498807964699459 0.325644147036824 0.593529056844067 0.029890751734948 0.093649047502874 0.0206644312939518
"113" 0.548535139457354 0.414188961324239 0.711806981622255 0.32929306907118 0.417562898366512 0.248183524674426 0.122171791471465 0.168248140309248 0.0400094937033185
"114" 0.476829225316192 0.757551345711647 0.806023881699046 0.516402976556398 0.109695111088135 0.0535379343786052 0.00676779812741024 0.132753543200219 0.140438183922349
"115" 0.502773798772871 0.192452833673035 0.504246735030311 0.317885604266192 0.647425646147892 0.449954129786165 0.179340596960937 0.160121520179074 0.0457991351835239
"116" 0.631393506972199 0.623896647115766 0.648724720582785 0.36303570119221 0.202413072847498 0.213071275775441 0.00557079183559095 0.173690280036736 0.138204003641774
"117" 0.59433536210152 0.617961050523532 0.722342233717594 0.394405164298646 0.165033752954248 0.265076743044172 0.0112594735998343 0.21700519652222 0.012581023238234
"118" 0.451197775469685 0.322478064080872 0.478979229920764 0.437864233028877 0.553256533500844 0.514683844271683 0.110937991501438 0.124265402418284 0.0063369258075533
"119" 0.411646315591095 0.247885440875819 0.559399000595325 0.527178277861854 0.583043179110001 0.435318428219777 0.0611754065470509 0.16907138001418 0.00528257118489772
"120" 0.52724378883845 0.531066777189407 0.723070425275932 0.465860521156398 0.188209215132419 0.164620596187216 0.00689569000515206 0.280724007678174 0.112308978536852
"121" 0.480095530817166 0.42392814033181 0.901193952447977 0.464331096450546 0.426457054357753 0.0853693604859354 0.0555733727322881 0.149614805310438 0.0134366870660879
"122" 0.63186635224705 0.71810925571091 0.254594320883519 0.346349226710886 0.243961526192936 0.56443217893844 0.0217844210420647 0.0379292180961547 0.180973500178042
"123" 0.506799781932381 0.269344668237474 0.53261899906817 0.459889376748809 0.512979569752242 0.371897983474877 0.0333108413188097 0.217675762010284 0.0954830174569531
"124" 0.555327204273342 0.608306812814231 0.689736711062893 0.420416181086722 0.228009779111559 0.237524353062998 0.0242566146399361 0.163683408074211 0.0727389358741087
"125" 0.49828321108841 0.587691694904277 0.156080068577013 0.469653693717836 0.236193836978264 0.638951796908276 0.0320630951937546 0.176114468117459 0.204968134514711
"126" 0.606277556427461 0.346575412596926 0.816236362604131 0.32274907909953 0.441988221534748 0.122112573699533 0.0709733644730089 0.211436365868325 0.0616510636963366
"127" 0.398701902698509 0.531304913452684 0.444568585371703 0.593273802090369 0.296578399038127 0.418489754168692 0.00802429521112202 0.172116687509188 0.136941660459604
"128" 0.54856099663184 0.324003824971237 0.550216330283443 0.309080564515964 0.467479084088796 0.360617235725888 0.142358438852196 0.208517090939966 0.0891664339906689
"129" 0.413647857506995 0.398851076793805 0.398241748196197 0.46225191655334 0.196558693521025 0.423096129863732 0.124100225939665 0.40459022968517 0.17866212194007
"130" 0.610859075304879 0.346126324873171 0.325393979825751 0.342115006806651 0.397627369181645 0.601637037341289 0.0470259178884699 0.256246305945184 0.0729689828329593
"131" 0.546750022229491 0.410939191236173 0.192176561611983 0.407865194854498 0.320456840959575 0.411336452839516 0.0453847829160117 0.268603967804252 0.396486985548501
"132" 0.578670204993465 0.416193940305365 0.490115824351482 0.376860373199588 0.376270033438063 0.228914274727183 0.0444694218069472 0.207536026256572 0.280969900921336
"133" 0.567405993970032 0.559849318399669 0.612683941688742 0.416966445575208 0.148796528213072 0.364954428867353 0.0156275604547605 0.291354153387258 0.0223616294439054
"134" 0.48692494030468 0.53568097061239 0.598292633034271 0.501753794711542 0.135972465225714 0.374530678746907 0.0113212649837779 0.328346564161895 0.0271766882188226
"135" 0.575145927128492 0.243549886572309 0.466609217320828 0.209337271466871 0.121670850415437 0.329150484120981 0.215516801404637 0.634779263012254 0.204240298558191
"136" 0.449726077150865 0.310546069708259 0.372397471812684 0.50400670677403 0.330629447873634 0.56618107570975 0.0462672160751051 0.358824482418107 0.0614214524775665
"137" 0.21090410509682 0.272109809032602 0.323245810141462 0.751421548611539 0.516452572280133 0.646385500320615 0.0376743462916412 0.211437618687265 0.0303686895379232
"138" 0.328256177384451 0.492395835156142 0.148800300634867 0.593324385129683 0.205570745928361 0.468163898493807 0.0784194374858661 0.302033418915497 0.383035800871326
"139" 0.510062390315156 0.188299814462394 0.418896992887898 0.466648892616231 0.665837348266175 0.511865556257405 0.023288717068613 0.145862837271431 0.0692374508546969
"140" 0.466458723656317 0.110349572189702 0.584694561191477 0.295656728787224 0.609580610329206 0.371008211902715 0.237884547556459 0.280069817481091 0.0442972269058083
"141" 0.413065717171278 0.177953444157276 0.641493617799786 0.42899025464281 0.617451241869684 0.319430326244217 0.157944028185912 0.20459531397304 0.0390760559559966
"142" 0.418720100824361 0.148378830346216 0.430029510869964 0.42478370061779 0.77391037475322 0.482658074512502 0.156496198557849 0.077710794900564 0.0873124146175343
"143" 0.625170031431944 0.393351122866733 0.623814857622971 0.360328850294343 0.37711977161559 0.325543152922395 0.0145011182737127 0.229529105517677 0.0506419894546343
"144" 0.663892366287677 0.634743118625893 0.223527479574381 0.272092925438711 0.269786617862383 0.699125969281184 0.064014708273612 0.095470263511724 0.0773465511444356
"145" 0.687334906773626 0.549566609795951 0.12243712790777 0.293918965601317 0.292085020529271 0.820137462493663 0.018746127625057 0.158348369674778 0.0574254095985667
"146" 0.426848639113341 0.488728685147325 0.0780310422754086 0.552995791967562 0.47780743428924 0.629003232359781 0.0201555689190974 0.0334638805634355 0.292965725364811
"147" 0.48745983918805 0.615913321700054 0.259332765694034 0.441704405691907 0.223635061624123 0.392278566216966 0.0708357551200425 0.160451616675823 0.348388668089001
"148" 0.464828764495018 0.552621655831112 0.471181755390813 0.506349071588122 0.331789100901994 0.395425428770317 0.0288221639168597 0.115589243266894 0.13339281583887
"149" 0.531973269316073 0.355989971556287 0.721196124266174 0.434356539831961 0.291307280978181 0.181496540264277 0.0336701908519665 0.352702747465532 0.0973073354695483
"150" 0.554172864342789 0.550209482349415 0.41722313563714 0.402775833108965 0.308522327601172 0.134585466587123 0.0430513025482465 0.141268190049412 0.448191397775737
"151" 0.485340384249594 0.285065290733134 0.81433539651721 0.436498004774411 0.484259520991659 0.176038043845015 0.0781616109759954 0.230675188275207 0.00962655963777442
"152" 0.566489506096592 0.769305122448201 0.252317542964161 0.402591081538359 0.177839584775388 0.717655342047191 0.0309194123650486 0.0528552927764115 0.0300271149886481
"153" 0.59227448261637 0.351530482018072 0.753017489971087 0.379901592158165 0.236441083253405 0.124348708608836 0.0278239252254649 0.412028434728524 0.122633801420077
"154" 0.387420769085129 0.479931879786195 0.296971295668713 0.550708200547339 0.464422857385078 0.652373157364395 0.0618710303675327 0.0556452628287277 0.0506555469668918
"155" 0.592845845737192 0.432913330406884 0.572936088776018 0.40546395006832 0.246725888635574 0.275072285088346 0.00169020419448801 0.320360780957542 0.151991626135636
"156" 0.588822845060294 0.54272872678353 0.391401284712367 0.355626195368504 0.411251242702191 0.601757439022982 0.0555509595712024 0.0460200305142799 0.00684127626465159
"157" 0.454800156909772 0.439647362623321 0.604428378884558 0.536479996773337 0.241827835733215 0.238868739859378 0.00871984631689182 0.318524801643464 0.156702881256064
"158" 0.40936670800345 0.407977958975397 0.464347379386262 0.529090358257393 0.451045118182125 0.49424766394601 0.0615429337391569 0.140976922842478 0.0414049566677278
"159" 0.417107041518655 0.695450787431492 0.683051567346694 0.529732699083388 0.234044375087826 0.283693178733284 0.0531602593979569 0.0705048374806818 0.0332552539200223
"160" 0.637027249114276 0.372234447570128 0.769343515100706 0.353592580561957 0.28902179062619 0.0206572832420326 0.00938017032376637 0.338743761803681 0.209999201657262
"161" 0.382258893643682 0.472960438918158 0.37618790877231 0.495153275808046 0.253880844485739 0.612493877559182 0.122587830548273 0.273158716596104 0.0113182136685083
"162" 0.559071362860357 0.406409175185668 0.699112896239788 0.420766252824378 0.540038983622393 0.248149053501499 0.0201623843152652 0.0535518411919388 0.0527380502587126
"163" 0.437493826637044 0.607492040761911 0.413361626160816 0.467443842201578 0.281421965281849 0.351666209026653 0.0950623311613777 0.11108599395624 0.234972164812532
"164" 0.568024756364498 0.453881102053633 0.623421485793682 0.325590054304475 0.2586561220244 0.0552728739417867 0.106385189331027 0.287462775921968 0.321305640264531
"165" 0.554971411939465 0.724857915939722 0.344612263488025 0.442043682086185 0.115421619876301 0.161599738182287 0.00298490597435058 0.159720464183977 0.493787998329688
"166" 0.584360520388793 0.789021350348541 0.829373214915347 0.414928426840049 0.0891511593085182 0.00696637952479462 0.000711052771158349 0.121827490342941 0.163660405559858
"167" 0.565653313886238 0.384267087796289 0.301913039693134 0.391145818881935 0.516225985360409 0.695723043516909 0.0432008672318276 0.0995069268433024 0.00236391678995695
"168" 0.774232334499142 0.377024720564144 0.329357533967957 0.176790169077807 0.424081468731602 0.670618533759158 0.0489774964230505 0.198893810704254 2.39322728854408e-05
"169" 0.677956358191293 0.198533069702332 0.472174230411454 0.314430175743255 0.530502226283626 0.527594735584309 0.00761346606545205 0.270964704014042 0.000231034004236297
"170" 0.0945564692832673 0.276913331479571 0.276164036046312 0.0529002066793839 0.654425977298208 0.264369188159459 0.852543324037349 0.0686606912222217 0.459466775794229
"171" 0.059056742145419 0.239224384999295 0.187130798199025 0.45292736579072 0.564765461475204 0.334113497708491 0.488015892063861 0.196010153525501 0.478755704092484
"172" 0.0890789321509311 0.347866336493024 0.367953122018786 0.305732794444153 0.316909870477838 0.370146914099911 0.605188273404916 0.335223793029138 0.261899963881303
"173" 0.0482535324447633 0.374001029803159 0.442039809750021 0.549157009489608 0.358792958099011 0.141532099774903 0.402589458065629 0.26720601209783 0.416428090475076
"174" 0.0224023878419831 0.313839731070526 0.494920983556987 0.534210362794689 0.366011639679762 0.254432132970978 0.443387249363328 0.320148629249712 0.250646883472034
"175" 0.019349402883088 0.265119843398801 0.386907516728619 0.662192901842172 0.348490904373181 0.42230066102854 0.31845769527474 0.386389252228018 0.190791822242841
"176" 0.0436774610384296 0.429465688179655 0.32759301809431 0.743279264858175 0.0998047521569865 0.267282465946193 0.213043274103395 0.470729559663358 0.405124515959497
"177" 0.0182001501588786 0.625774138553817 0.511710741005501 0.531771822092191 0.219210508595822 0.214214732474443 0.450028027748931 0.155015352850361 0.274074526520056
