"z_star[1]" "z_star[2]" "z_star[3]" "z_star[4]" "z_star[5]" "z_star[6]" "z_star[7]" "z_star[8]" "z_star[9]" "z_star[10]" "z_star[11]" "z_star[12]" "z_star[13]" "z_star[14]" "z_star[15]" "z_star[16]" "z_star[17]" "z_star[18]" "z_star[19]" "z_star[20]" "z_star[21]" "z_star[22]" "z_star[23]" "z_star[24]" "z_star[25]" "z_star[26]" "z_star[27]" "z_star[28]" "z_star[29]" "z_star[30]" "z_star[31]" "z_star[32]" "z_star[33]" "z_star[34]" "z_star[35]" "z_star[36]" "z_star[37]" "z_star[38]" "z_star[39]" "z_star[40]" "z_star[41]" "z_star[42]" "z_star[43]" "z_star[44]" "z_star[45]" "z_star[46]" "z_star[47]" "z_star[48]" "z_star[49]" "z_star[50]" "z_star[51]" "z_star[52]" "z_star[53]" "z_star[54]" "z_star[55]" "z_star[56]" "z_star[57]" "z_star[58]" "z_star[59]" "z_star[60]" "z_star[61]" "z_star[62]" "z_star[63]" "z_star[64]" "z_star[65]" "z_star[66]" "z_star[67]" "z_star[68]" "z_star[69]" "z_star[70]" "z_star[71]" "z_star[72]" "z_star[73]" "z_star[74]" "z_star[75]" "z_star[76]" "z_star[77]" "z_star[78]" "z_star[79]" "z_star[80]" "z_star[81]"
"2206" 1 3 1 3 5 2 1 3 1 3 2 1 3 1 3 1 4 5 4 3 1 3 1 3 1 3 2 1 3 3 2 1 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 1 4 5 4 3 1 3 3 2 3 2 1 3 3 2 4 3 2 3 2 1 3 2 1 3 2 1 3 1 3 2 3 2
"2207" 1 3 1 2 5 2 1 3 1 3 3 1 3 1 3 1 4 5 3 3 1 3 1 3 1 3 1 1 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 2 4 4 2 1 3 3 3 3 3 1 3 3 3 3 3 3 3 3 1 3 3 1 3 3 1 3 1 3 1 3 3
"2208" 1 3 3 3 5 2 1 2 2 2 2 2 2 1 3 3 5 5 2 2 2 2 1 4 3 2 2 1 4 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 2 2 2
"2209" 1 3 3 3 5 3 1 3 1 4 3 3 3 1 3 3 5 5 4 3 3 3 1 4 3 3 3 1 4 3 4 3 3 3 4 3 4 3 3 3 4 3 3 4 3 2 2 2 2 4 5 5 3 2 2 4 3 3 4 3 3 3 3 5 4 3 3 3 1 4 3 1 4 3 1 4 3 3 3 4 3
"2210" 1 2 1 3 5 2 1 2 2 2 2 2 2 1 4 3 5 5 2 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 3 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 2 1 4 1 2 2 2 2
"2211" 1 2 2 2 5 4 1 2 2 2 2 2 2 1 2 1 4 5 4 3 2 2 1 2 2 2 2 1 4 3 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 4 4 4 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2
"2212" 1 2 1 3 5 2 1 2 1 3 2 1 2 1 2 1 3 5 3 4 2 1 1 3 2 4 2 1 3 2 4 2 1 3 4 2 4 2 1 3 4 2 1 3 4 2 4 2 1 3 5 4 2 1 1 3 4 2 4 2 4 2 1 3 4 2 4 2 1 3 2 1 3 4 2 4 2 4 2 4 2
"2213" 1 2 2 4 5 3 1 2 2 4 3 2 2 1 2 4 5 5 3 3 2 2 1 3 2 2 2 2 4 3 3 2 2 4 3 3 3 3 3 3 3 2 2 4 3 3 3 3 2 4 5 5 3 2 2 4 3 3 3 2 2 2 4 5 3 2 2 2 1 4 3 1 4 3 2 3 2 2 2 2 2
"2214" 1 4 1 3 5 3 1 4 1 4 3 3 4 1 4 1 5 5 3 4 1 4 1 4 3 3 4 1 4 3 4 3 4 3 4 3 4 3 4 3 4 3 3 4 3 4 3 4 3 3 5 3 4 1 3 4 3 3 4 3 4 3 3 4 3 4 3 4 1 3 4 1 3 4 1 4 1 4 3 4 3
"2215" 1 2 1 4 5 3 1 2 1 3 3 1 2 1 2 1 5 5 3 3 1 2 1 3 1 3 1 1 3 3 3 1 3 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 1 4 5 5 3 1 1 3 1 3 3 1 2 1 3 3 3 3 1 2 1 3 2 1 3 3 1 3 1 3 1 3 1
"2216" 1 1 1 1 5 1 1 1 1 4 2 1 1 1 1 1 4 5 2 2 1 1 1 4 2 2 1 1 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 4 2 1 1 4 2 2 2 2 2 2 2 4 2 2 2 1 1 1 1 1 4 2 1 4 2 2 2 2 2
"2217" 1 1 1 4 5 4 1 3 1 4 3 3 3 1 3 1 4 5 4 3 1 1 1 4 3 3 1 1 4 3 3 1 1 4 3 1 4 3 1 4 3 3 1 4 3 1 4 3 1 4 5 4 3 1 1 4 3 1 4 3 3 3 1 4 3 3 3 1 1 4 3 1 4 3 1 4 3 3 1 4 3
"2218" 1 2 1 2 5 3 1 2 3 4 3 3 3 1 2 2 5 5 3 4 3 3 1 4 3 4 3 3 4 3 4 3 3 4 4 3 4 3 3 4 4 3 3 4 4 3 3 4 3 4 4 4 3 3 3 4 3 3 4 3 3 3 3 4 4 3 3 3 3 4 3 3 3 4 3 4 3 4 3 4 3
"2219" 1 2 2 2 5 4 1 3 3 3 3 3 4 1 3 2 5 5 5 3 3 4 1 3 3 4 1 1 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 5 5 5 3 3 3 3 3 3 3 3 3 3 4 5 5 3 3 3 1 3 4 1 3 4 1 5 3 3 3 3 3
"2220" 1 1 1 2 5 3 1 2 2 3 3 1 1 1 2 2 5 5 4 4 2 2 2 4 2 3 1 2 3 3 4 2 3 4 4 4 4 4 4 4 4 2 3 4 4 4 4 4 2 4 5 5 3 1 2 4 2 3 4 2 3 3 3 4 4 2 3 1 2 3 1 2 3 4 2 4 2 3 3 4 2
"2221" 1 2 1 3 5 2 1 3 2 4 3 2 2 1 3 2 4 5 4 3 2 2 1 3 2 3 2 2 4 3 3 2 2 4 3 2 4 3 2 4 3 2 2 4 3 2 4 3 2 4 5 4 3 2 2 4 3 2 4 3 2 2 2 4 3 2 2 2 1 3 2 1 3 3 2 4 3 3 2 4 3
"2222" 1 2 1 2 5 4 1 4 2 3 4 2 3 1 2 3 4 5 4 2 1 2 1 4 2 3 1 1 4 2 3 1 2 3 4 2 3 4 2 3 4 2 3 4 4 2 3 4 2 3 4 4 2 1 1 4 2 3 4 2 3 4 2 3 4 2 3 1 1 4 2 1 2 3 1 4 1 2 3 4 2
"2223" 1 2 1 3 5 2 1 2 1 3 3 3 2 1 3 2 4 5 3 3 1 2 1 3 3 3 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 1 3 2 1 3 3 3 3 3 3 3 3 3
"2224" 1 2 2 2 5 3 2 2 2 4 3 2 2 2 2 2 4 5 3 3 2 2 2 4 3 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3 2 2 4 1 1 3 3 2 4 1 3 3 3 3
"2225" 1 2 1 3 5 2 1 2 1 4 2 1 2 1 2 1 5 5 4 4 1 2 1 3 1 4 2 1 4 4 4 2 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 4 2 1 4 4 4 4 2 1 3 4 4 4 4 4 2 1 4 2 1 4 4 1 4 1 3 4 4 4
"2226" 1 1 1 3 5 4 1 1 1 3 4 1 1 1 1 3 5 5 4 4 1 1 1 4 1 4 1 1 4 2 4 1 3 4 4 3 4 4 1 3 4 1 3 4 4 1 3 4 1 4 5 4 4 1 1 4 1 3 4 1 3 1 3 4 4 1 3 1 1 4 1 1 3 4 1 4 1 4 1 4 1
"2227" 1 1 1 2 5 4 1 1 1 4 1 1 1 1 1 1 4 5 4 2 1 1 1 4 1 4 1 1 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 5 4 2 1 1 4 1 1 4 1 1 1 4 5 4 1 1 1 1 4 1 1 4 2 1 4 1 1 1 4 1
"2228" 1 2 1 3 5 3 1 2 1 4 3 1 2 1 2 1 4 5 4 3 1 2 1 4 3 4 3 1 4 3 4 3 3 4 4 4 4 4 3 4 4 3 3 4 4 3 4 4 3 4 5 4 4 3 1 4 3 3 4 3 2 2 2 4 4 3 3 3 1 4 3 1 4 3 1 4 3 4 3 4 3
"2229" 1 3 1 3 5 3 1 3 2 4 3 2 3 1 3 2 4 5 4 3 1 3 1 3 2 4 3 1 4 2 4 3 2 4 3 2 4 3 2 4 4 3 2 4 3 2 4 3 2 4 5 4 3 1 3 4 3 2 4 3 2 3 2 4 4 3 2 3 1 4 3 1 4 3 1 3 1 3 2 4 3
"2230" 1 2 1 2 5 2 1 2 1 4 2 3 2 1 2 1 4 5 3 2 1 2 1 2 3 2 1 1 4 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 3 2 1 4 4 4 2 1 2 3 2 3 2 3 2 3 2 4 4 2 3 2 1 2 2 1 2 2 1 4 1 2 3 2 3
"2231" 1 3 2 3 5 3 1 3 1 4 2 2 2 1 3 1 4 5 4 2 2 2 1 4 2 2 2 1 4 2 2 2 2 2 2 2 2 2 2 2 2 2 1 4 2 2 2 2 1 4 5 4 2 2 1 4 2 2 2 2 2 2 3 5 4 2 2 2 1 4 2 1 4 2 1 4 2 2 2 2 2
"2232" 1 3 1 2 5 3 1 2 2 2 2 2 2 1 2 2 4 5 4 3 1 3 1 3 1 3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 4 3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 3 3 1 3 3 1 3 1 2 2 2 2
"2233" 1 3 1 3 5 3 1 2 2 2 2 2 2 1 3 3 4 5 4 2 2 2 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
"2234" 1 3 1 3 5 3 1 2 3 4 3 2 3 1 2 3 4 5 4 3 2 3 1 3 2 3 2 1 3 3 4 2 2 3 4 3 4 3 2 3 4 2 3 4 3 2 3 4 3 4 5 4 3 1 3 4 2 3 4 2 3 2 3 4 3 2 2 3 1 3 2 1 3 4 3 4 3 4 3 4 3
"2235" 1 3 2 2 5 4 1 3 3 4 3 2 2 1 3 3 4 5 4 3 2 2 1 3 3 4 3 3 4 3 4 3 3 3 4 3 4 3 3 3 4 3 3 4 3 3 3 4 3 4 5 4 3 3 3 4 3 3 4 3 3 3 3 4 3 3 2 2 1 3 2 1 3 4 3 4 3 4 3 4 3
"2236" 1 4 2 4 5 2 1 4 2 4 3 3 2 1 4 2 4 5 3 3 2 2 1 4 2 4 2 1 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 4 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3 2 1 4 2 1 4 3 2 4 2 4 3 3 3
"2237" 1 2 1 2 5 4 1 2 1 3 4 1 2 1 2 2 5 5 4 3 1 2 1 2 1 2 1 1 4 3 4 1 3 4 4 3 4 4 3 4 3 4 3 4 3 4 3 4 3 4 5 4 3 1 3 4 3 3 4 1 2 2 2 5 4 3 2 1 1 2 2 1 3 4 3 4 3 4 3 4 3
"2238" 1 2 2 2 5 4 1 2 2 4 3 2 2 2 2 2 5 5 4 3 2 2 2 4 3 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 4 3 3 3 3 3 3 3 3 3 3 3 4 4 3 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3
"2239" 1 4 1 4 5 4 1 4 1 4 4 1 4 1 4 1 5 5 4 4 1 4 1 4 1 4 1 1 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 1 4 1 1 4 4 1 4 1 3 3 3 3
"2240" 1 2 1 2 5 2 1 2 1 4 2 1 2 1 2 1 3 5 4 2 1 2 1 2 1 3 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 4 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 2 1 3 2 1 3 2 1 2 1 3 3 3 3
"2241" 1 1 1 2 5 2 1 3 3 3 3 3 3 1 3 3 4 5 3 3 1 1 1 3 3 3 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 3 3 3 3 3 3 3 3 3 3 3 3
"2242" 1 2 2 2 5 4 1 3 1 3 3 1 1 1 3 1 4 5 4 4 1 1 1 3 1 3 1 1 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 5 4 4 1 1 3 3 3 3 1 3 1 3 3 3 3 3 1 1 3 1 1 3 3 1 3 1 3 1 3 1
"2243" 1 2 2 2 5 2 1 1 1 3 3 1 1 1 1 1 3 5 3 3 1 1 1 3 1 3 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 1 3 3 3 3 1 3 3 3 3 3 3 3 1 1 3 1 1 3 3 1 3 1 3 3 3 3
"2244" 1 2 1 2 5 3 1 2 1 2 2 2 2 1 2 2 3 5 3 4 1 2 1 2 2 2 2 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 3 4 1 2 2 2 2 2 2 2 2 2 3 4 2 2 2 1 2 2 1 2 2 1 2 1 2 2 2 2
"2245" 2 2 2 2 5 2 2 2 2 4 2 2 2 2 2 2 4 5 4 2 2 2 2 4 2 4 2 2 4 2 4 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 4 4 2 2 2 4 2 2 4 2 2 2 2 4 4 2 2 2 2 4 2 1 3 3 2 4 2 2 2 4 2
"2246" 1 2 2 1 5 4 2 2 2 4 2 2 2 2 2 2 4 5 4 2 2 2 1 4 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 4 2 2 2 4 2 2 4 2 2 2 3 3 3 2 2 2 2 2 2 2 2 2 2 4 2 2 2 4 2
"2247" 1 2 2 1 5 4 2 4 2 4 2 2 4 2 2 1 5 5 4 2 2 2 2 4 2 4 2 2 4 2 4 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 5 4 2 2 4 2 2 4 2 4 2 3 3 3 3 3 2 2 4 2 2 2 4 2 4 2 4 2 4 2
"2248" 1 2 2 4 5 4 1 2 2 4 4 2 2 2 2 2 5 5 4 4 2 2 2 4 2 4 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 5 4 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
"2249" 1 1 1 1 5 4 1 1 1 3 3 1 1 1 1 1 5 5 4 2 1 1 1 3 3 3 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 4 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 3 3 3 3 3 3 3 3 3
"2250" 1 2 1 2 5 2 1 2 1 2 2 1 2 1 2 1 4 5 2 2 1 2 1 2 1 2 1 2 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 1 2 2 1 3 3 3 3 3 3 3 3 3
"2251" 1 2 1 4 5 3 1 2 1 3 3 1 2 1 2 1 4 5 3 3 1 2 1 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 5 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 1 3 3 1 3 1 3 3 3 3
"2252" 1 3 2 4 5 3 1 3 2 4 3 2 2 1 3 2 4 5 3 3 2 2 1 3 3 3 2 1 3 3 3 2 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 3 3 2 2 4 3 3 3 2 4 3 3 3 3 3 3 2 1 3 2 1 3 3 2 4 1 3 2 4 3
"2253" 1 2 1 2 5 2 1 2 1 2 2 1 2 1 2 1 3 5 4 2 1 2 1 2 1 2 1 2 3 2 3 1 2 3 4 2 3 4 2 3 4 2 2 3 4 2 3 4 2 3 5 4 2 1 2 3 1 2 3 1 2 1 2 3 4 2 1 2 1 2 2 1 2 2 1 2 1 2 1 2 2
"2254" 1 3 2 4 5 3 2 2 2 4 3 2 2 2 2 2 4 5 3 2 2 2 2 3 2 3 2 2 3 2 4 3 2 4 3 2 4 3 2 4 3 2 2 4 3 2 4 3 2 4 5 3 2 2 2 3 2 4 3 2 4 3 2 4 3 2 3 2 2 4 3 2 4 3 2 3 2 3 2 4 3
"2255" 1 2 1 2 5 2 1 2 1 2 3 1 2 1 2 1 5 5 4 3 1 2 1 2 1 2 1 1 3 4 3 1 2 3 4 3 4 3 4 3 4 3 4 3 4 3 4 3 1 5 5 5 2 1 2 3 1 2 3 1 2 4 3 4 3 4 3 1 1 2 3 1 2 3 1 3 1 2 3 4 3
"2256" 1 2 1 2 5 4 1 2 1 4 4 1 2 1 2 1 5 5 4 4 1 2 1 4 1 3 2 1 4 4 4 1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 1 4 5 4 3 2 1 4 1 4 4 1 2 1 4 4 4 4 1 2 1 3 2 1 4 4 1 4 1 2 1 4 1
"2257" 1 3 3 2 5 3 1 3 2 4 3 3 3 1 3 2 5 5 4 3 1 3 1 3 2 4 2 2 4 2 4 2 4 4 4 4 4 4 2 4 4 4 2 4 4 2 4 4 2 4 4 4 4 2 2 4 2 4 4 2 4 2 4 4 4 2 4 2 1 3 3 2 4 4 2 4 2 4 2 4 2
"2258" 1 2 1 2 5 2 1 2 1 3 3 2 2 1 3 2 5 5 4 2 1 2 1 3 2 4 2 1 3 2 4 2 2 4 4 2 4 4 2 4 4 2 2 4 4 2 2 4 2 4 4 4 2 1 2 4 2 2 4 2 2 2 2 4 4 2 2 2 1 3 2 1 3 2 1 2 1 3 2 4 2
"2259" 1 3 1 3 5 3 1 3 1 4 3 1 3 1 3 1 5 5 4 3 1 3 1 3 1 4 3 1 4 4 4 3 1 4 4 4 4 3 1 4 4 3 1 4 3 1 4 3 1 4 5 4 3 1 2 4 3 1 4 3 1 3 1 4 4 3 1 3 1 4 3 1 4 3 1 4 1 3 1 4 3
"2260" 1 3 1 3 5 3 1 3 1 4 3 1 3 1 3 1 4 5 4 3 1 3 1 3 1 4 3 1 4 2 4 3 1 4 4 4 4 3 1 4 4 3 1 4 3 1 4 3 1 4 5 4 3 1 2 4 3 1 4 3 2 2 2 4 4 3 1 3 1 4 3 1 4 3 1 4 1 3 1 4 3
"2261" 1 1 1 3 5 3 1 3 2 3 2 3 2 1 3 2 4 5 4 2 1 1 1 3 2 3 2 1 3 2 3 2 3 2 3 2 3 3 2 3 2 3 2 3 2 3 2 3 2 4 4 4 2 3 2 3 2 3 3 2 3 2 3 4 4 2 3 2 1 3 2 1 3 3 2 3 2 3 2 3 2
"2262" 1 3 2 2 5 4 1 3 2 3 2 3 2 1 3 2 5 5 4 2 2 2 1 3 2 3 2 1 3 2 3 2 2 3 3 2 3 3 2 3 3 2 2 3 3 2 3 3 2 4 5 4 2 2 2 3 2 2 3 2 3 2 3 3 3 2 3 2 1 3 2 1 3 3 2 3 2 3 2 3 2
"2263" 1 3 2 2 5 3 1 3 3 3 3 2 2 1 3 2 4 5 3 3 2 2 1 3 3 3 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 3 3 2 2 4 3 3 3 3 3 3 3 3 3 3 3 2 1 3 3 1 3 3 2 4 2 3 3 3 3
"2264" 1 2 2 1 5 3 1 2 1 3 3 1 2 1 2 1 4 5 3 3 1 2 1 3 1 3 1 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 4 3 1 2 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 1 3 3 1 3 1 3 3 3 3
"2265" 1 2 1 2 5 2 1 2 1 3 2 1 2 1 3 2 4 5 3 2 1 2 1 3 2 3 2 1 3 2 3 2 4 4 4 4 4 3 2 4 4 3 2 3 2 3 2 3 2 4 5 3 2 1 2 4 3 2 3 2 3 2 4 4 3 2 3 2 1 3 2 1 3 2 1 3 2 3 2 3 2
"2266" 1 3 1 1 5 2 1 3 1 3 3 1 3 1 3 1 4 5 2 3 1 3 1 3 1 3 1 1 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 4 4 3 3 1 1 3 3 3 3 1 3 3 3 3 3 3 3 1 1 3 3 1 3 3 1 4 1 3 3 3 3
"2267" 1 1 1 3 5 2 1 1 1 4 2 1 1 1 1 1 4 5 3 4 2 1 1 4 2 2 1 1 4 3 4 2 1 4 4 3 4 4 3 4 4 2 1 4 4 3 4 2 1 4 4 4 2 1 1 4 2 1 4 2 2 1 3 4 4 2 2 1 1 4 2 1 4 2 1 4 2 2 1 4 2
"2268" 1 3 1 2 5 4 2 3 2 4 4 4 4 2 4 4 4 5 4 4 2 3 2 4 2 3 1 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2 4 4 2 4 2 4 4 4 4
"2269" 1 2 1 2 5 4 1 2 1 4 2 1 2 1 2 2 3 5 4 4 1 2 1 2 1 2 1 1 4 4 4 1 2 4 4 4 4 4 4 4 4 2 2 4 4 4 4 4 2 4 4 4 4 1 2 4 2 2 4 2 3 2 4 4 4 2 2 1 1 2 2 1 2 3 1 4 1 2 2 3 2
"2270" 1 2 2 3 5 4 1 2 2 4 4 2 3 1 2 2 4 5 4 4 2 3 1 4 2 4 2 2 4 4 4 2 2 4 4 4 4 4 4 4 4 2 2 4 4 4 4 4 2 4 4 4 4 2 2 4 2 2 4 2 2 2 4 4 4 2 2 2 2 4 2 2 4 4 2 4 2 4 2 4 2
"2271" 1 3 2 3 5 2 1 3 2 3 2 3 2 1 3 2 3 5 4 3 2 3 1 3 2 3 2 1 4 2 3 2 3 3 4 3 4 3 2 3 4 3 2 3 2 3 2 3 2 3 5 4 3 2 3 4 3 2 3 2 3 2 3 4 3 2 3 2 1 3 2 1 3 3 2 3 2 3 2 3 2
"2272" 1 1 1 1 5 2 1 1 1 3 2 2 2 1 3 2 4 5 4 3 2 2 1 3 2 3 2 1 3 2 3 2 2 3 4 3 4 3 2 3 4 3 2 4 3 2 2 3 2 3 4 4 3 2 2 3 2 2 3 2 3 2 3 4 3 2 2 2 1 3 2 1 3 2 1 3 2 3 2 3 2
"2273" 1 1 1 4 5 4 1 1 1 4 3 2 3 2 3 2 5 5 4 3 2 3 2 3 2 3 2 1 4 3 4 3 2 3 4 3 4 3 2 3 4 3 2 3 4 3 4 3 2 3 5 4 3 2 3 4 3 2 3 2 3 2 3 4 3 2 3 2 2 3 2 1 4 3 2 3 2 3 2 3 2
"2274" 2 2 2 4 5 4 1 3 3 3 3 3 3 2 2 2 4 5 4 3 2 2 1 3 3 3 2 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 1 3 3 3 3 3 3 3 3 3 3 3 3
"2275" 2 2 2 2 5 4 1 3 3 3 3 3 3 2 2 2 4 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 4 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
"2276" 1 2 1 2 5 2 1 2 1 4 2 3 1 2 1 2 4 5 4 2 3 1 2 4 2 3 1 2 4 2 3 1 2 4 4 4 4 4 2 4 4 2 1 4 4 2 3 1 2 4 4 4 2 1 2 3 1 2 4 2 3 1 2 4 4 2 3 1 2 3 1 2 3 1 2 4 2 3 1 4 2
"2277" 1 3 2 4 5 2 1 3 2 4 3 2 1 1 3 2 4 5 4 3 2 1 1 3 2 3 2 1 3 2 3 2 1 3 4 3 4 3 2 4 3 2 1 3 4 3 4 3 2 4 5 4 3 2 1 3 2 1 3 2 1 3 2 4 3 2 3 2 1 3 2 1 3 2 1 3 2 3 2 3 2
"2278" 1 3 1 3 5 3 1 2 2 2 2 2 2 1 2 2 4 5 3 2 2 2 1 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2
"2279" 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 3 5 1 1 1 1 1 1 1 1 1 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
"2280" 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 3 5 4 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 4 4 2 2 2 2 2 2 2 2 2 2 2 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
"2281" 1 1 1 1 5 1 1 1 1 3 2 2 2 2 2 2 4 5 3 2 2 2 2 2 2 2 1 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 5 4 2 2 2 2 2 2 2 2 2 2 2 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
"2282" 1 3 1 2 5 2 1 3 1 2 3 1 3 1 3 1 4 5 2 3 1 3 1 3 1 2 3 1 4 2 3 1 3 4 4 4 4 2 3 4 4 2 3 4 4 2 2 3 1 4 5 4 2 3 1 4 2 3 4 2 3 1 3 4 4 2 2 3 1 2 3 1 2 3 1 4 2 3 1 4 2
"2283" 1 1 1 1 5 1 1 2 1 3 3 3 2 1 2 1 4 5 4 2 1 1 1 2 1 2 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 2 1 1 3 3 3 3 3 3 3 3 3 3 3 2 1 1 2 1 1 3 2 1 4 1 3 3 3 3
"2284" 1 1 1 1 5 1 1 1 1 3 3 1 1 1 1 1 4 5 3 3 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 5 4 1 1 1 3 3 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 3 3 3 3 3 3 3 3 3
