"mu[1]" "mu[2]" "mu[3]" "mu[4]" "mu[5]"
"1" -6.51564601613917 -2.57506257036162 0.539790162468429 1.78937280443384 11.7216365403556
"2" -3.72517592144419 -1.34421098035215 2.27421913951708 8.1172395692766 10.823357718662
"3" -1.56865235780795 -0.95124176633361 2.81722020601947 5.52633262137618 12.3346059831439
"4" -2.47407224135469 -2.17493615612963 1.16250205702544 2.85080753157028 9.6212639792029
"5" -2.49254679717273 -1.29682890513496 1.01470800408663 2.64722747085964 10.03749955336
"6" -3.98946688256847 -0.667805181615285 -0.194888924226337 3.07522364096243 11.1699716449751
"7" -3.00403674291747 0.672096992463877 1.6326288607092 2.43842322252096 9.55602108696281
"8" -3.61957276639612 -1.57929007643078 -0.623425111728843 1.48995563316382 8.45528127459274
"9" -3.04028750907862 -0.360227726418295 1.34552648490634 1.6135763049786 7.57391424053195
"10" -2.50448196264749 0.741966469079047 2.24914408495637 2.38691046427331 11.1923687873639
"11" -2.95947195685835 0.14467529284879 3.3294891954597 3.54120695294926 9.12259441750359
"12" -2.97267026154142 0.0121533844292849 1.17747105076645 1.27095956237685 11.5778581315505
"13" -3.3571696949348 -1.24685941705024 1.61591827003796 3.12926572236848 8.69017320594394
"14" -5.39538134432773 -0.0926076048436624 0.401199544837308 1.88517101728699 12.7541591195595
"15" -4.14619379684987 -0.695550740939909 0.657382548840437 2.46461119468824 10.7162969256571
"16" -4.14459449483887 -1.10442243938792 0.38493273091601 2.17556392514613 10.4538423928966
"17" -2.79068455350642 -1.13633932580874 0.843486567968108 1.03552399601084 9.81713525754582
"18" -4.1282190162976 -1.26653753586918 1.21036191999997 1.51643944431456 9.77652856538352
"19" -4.51093994866189 -0.504282333073833 1.4559915521139 1.64726979512284 11.2151555540014
"20" -3.73621258303576 -1.81468207860408 0.766802256273017 1.49622515778174 6.7099973655568
"21" -3.04621855071644 -2.30883293670554 0.757204597795979 1.19196177170054 10.084281153169
"22" -2.43772748324994 -2.0386103743862 0.484689017381088 2.75116416703503 9.50596003872411
"23" -2.34781247211108 -1.54632678870021 1.78930176155299 6.1004960856151 10.7274302691838
"24" -4.73245230327039 -4.21028993380186 -0.585099927899543 2.07924195013761 11.6281992739583
"25" -3.15088092294062 -2.3162523595061 0.459028795554156 3.62021008430101 8.48439016198397
"26" -3.56515983134713 -0.609076447061851 0.844224088681484 1.51381541881297 8.67548508985626
"27" -3.54790381930442 0.497270512693904 0.713338426435443 1.52778805325938 9.62928489068354
"28" -3.02891501618074 0.771454603482091 0.922822710766946 2.08267710750072 8.27652917037198
"29" -2.89199796303025 -0.00848419401779621 0.286795038516844 1.69677765347161 9.81593024369388
"30" -3.81744229935092 -1.79846369001965 -1.74820567547862 -0.189059587891481 5.6969957628397
"31" -3.64196621121976 0.717735113806536 0.766078468292051 1.20601211761395 10.0534084867165
"32" -3.11819696346118 0.59054281841067 0.636310310815278 1.24961300722013 9.99389404078791
"33" -4.14706617239342 -1.65706650221946 0.0434042810698734 1.20904252025923 7.17515426561215
"34" -6.34026728180542 -1.94861679127539 -1.59985556455586 0.639283205862308 8.94224806057391
"35" -4.98744988057175 -1.7495787130608 -1.03359157321766 1.83033594063536 8.26822107300688
"36" -2.4396574727927 -0.504140314911956 1.21973978767278 1.95496881240212 10.3549631575809
"37" -2.3955775734486 -0.858503177753389 1.10730862130934 1.41508888483793 9.15019601469399
"38" -4.04436131640435 -1.2360152694476 -0.917858497644319 1.86754307515013 12.2870003802867
"39" -2.93185718080761 -0.797952877717401 -0.258762055788856 1.87626238640951 9.2607616615483
"40" -2.69292854584043 0.0682913524669786 0.325994615529604 5.10446712277417 11.9303141380032
"41" -2.2574283513914 -0.244614774129959 0.44151765899363 3.33476649392421 9.39368761369608
"42" -2.77175008277018 -1.84571039239666 0.238833586271179 1.80342969953897 9.73116421997473
"43" -3.83243291960106 -3.43514094474882 -0.958182803153463 1.8083639070723 5.43909242858297
"44" -4.26608722901142 0.760955521060399 0.927192644328871 2.09684571674416 11.5851153003103
"45" -3.15977024450024 -2.73463902069868 0.0836061593981348 1.38899158859944 5.68967331268737
"46" -4.18773138105303 0.137051038743619 0.959706370454207 3.07753582256481 14.3733769644835
"47" -4.87648298247817 -1.48410893484538 -0.85433798697444 1.5174309276327 10.6604653888958
"48" -5.4293615327314 -0.977408762229273 -0.372584152482396 2.46882593971194 9.57870118804256
"49" -4.19327934752882 -0.842395850446416 -0.518727277655795 3.18913897622519 9.73937339569924
"50" -4.73785713040238 -3.18418118907014 0.088481213426078 1.50936711637175 10.1919299700229
"51" -4.79808791165039 -3.05513540311505 0.591058541345753 2.10087812391032 10.9697474027424
"52" -5.70434718828236 -1.86963716090355 0.238749250246295 1.71920700396491 8.44241557745392
"53" -3.09175263626873 0.0948597489429575 0.872961126761815 3.6155938562535 8.72710239948662
"54" -2.75069743022703 -0.070203215505551 2.36244160044193 4.65264530567805 10.2166890573607
"55" -3.90310049356474 -1.25724277129174 -0.597676757931736 1.6437204235989 9.36517205141045
"56" -3.48167599514941 -2.19099495779942 -0.215283752234634 1.58282208527574 9.36441777502816
"57" -3.35399935161605 -0.828367673872217 1.55495414506578 3.31587589935983 10.0594183264497
"58" -2.47992835136589 -1.33704169705984 1.75586273364577 2.66080525059083 8.30559533974121
"59" -4.36770673635023 -0.904792798332129 -0.458177419226421 0.976023518612297 11.1907613703072
"60" -4.88185858463655 -0.167564326515808 0.0757982824998685 0.563360350041085 9.27281342499238
"61" -5.49933121640675 -0.270674527010383 0.0401055439325734 0.626555174343381 8.35869163447278
"62" -5.49933121640675 -0.270674527010383 0.0401055439325734 0.626555174343381 8.35869163447278
"63" -5.49933121640675 -0.270674527010383 0.0401055439325734 0.626555174343381 8.35869163447278
"64" -4.12440243089976 0.00272749149772 0.325617597255552 0.936720774513872 8.25372981977234
"65" -3.67210366957951 -0.322397054067068 0.409109395060671 2.01430981534032 9.93499523545387
"66" -3.25705114150106 0.694162894746703 0.895041853581628 2.39077859401198 11.66462785465
"67" -3.00161679395309 -0.338577580750588 3.43346309799898 7.04284268031537 11.4421995420391
"68" -2.53470708970799 -0.496184016231759 -0.401763340806708 2.41876782207309 12.0918028263409
"69" -3.54302605016805 -2.97568291898877 0.170241756279964 1.70769334880185 9.7337690629557
"70" -2.71030616680292 -1.432271593857 0.252260501513938 1.95525175596978 10.0405708111731
"71" -3.10580664722997 -2.43911241648098 -0.979071590525927 2.04521764174422 10.6402488558507
"72" -4.89542820692594 -1.56883530356977 1.77904858512421 1.91717184973755 9.50403297638864
"73" -1.91829007353775 -1.30847316780069 1.50720055184085 1.54924579017465 8.2046016986284
"74" -2.26213961738809 -2.00420779634525 1.36895669925899 1.39300621930477 10.0798577500271
"75" -2.9553189463272 -2.77768707546338 1.51517161550024 1.53272302153233 8.09046747859064
"76" -2.88103799624474 -2.18891612248613 1.25368333476841 1.2570551986585 11.904972312344
"77" -4.84616756426868 -1.11634541318414 1.63763777311421 1.76026891751231 8.63987265493016
"78" -3.68679657398164 -1.44905163295573 0.770080877662644 0.870936828491379 11.2893191683258
"79" -4.4533120675968 -2.26035006393661 -0.0959191633429066 2.86525765721336 11.4870523635288
"80" -2.88422384451947 -2.12898637099001 1.39351899080478 1.8769717097731 11.8648200950921
"81" -3.04326760962615 -1.73676030329186 -0.160076189293938 2.62979160333644 6.33643250249483
"82" -4.32544996662759 -1.52003469847239 1.01265080478144 1.92646234471277 15.039794824882
"83" -4.44251923367929 -0.4860060193706 1.2758616328492 5.39331148463729 9.06388849048289
"84" -4.86921559789661 -1.50932665306539 0.138923514340375 3.65224746169748 7.04191907763566
