"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30"
"1" 1.66941132301184 2.50213499731017 2.50108489486284 1.64085326571739 2.09106148749693 0.90856354052601 1.79235897616724 1.04045575925805 2.21045365815401 1.83445062321981 2.34411613946137 1.4570023572019 2.5498991389544 2.22032627484254 2.47755810451225 1.85922717443755 2.60021512772665 2.0527797636315 2.29983336190156 1.6855620147 1.38255968663974 2.38445017751648 2.55352782092195 2.0125724727441 2.16995713375436 2.8780296294338 2.4175686564757 1.86862770226347 1.20039038237406 2.24064104018514
"2" 0.662764667476199 0.993115053522294 0.271805261315761 1.1367282778942 1.64306149571051 1.41576384998804 0.711152598434239 1.63061305137102 1.47945739238642 2.04495077076826 0.915724549695957 1.29772645274055 2.08160189409091 0.68417008213242 1.74384438344413 1.74822401779209 0.453762160967007 1.42778616090737 2.88964581856303 1.58015926165449 1.29811515360743 2.1550191117016 0.569123159511484 1.09916315973234 1.3609188501329 1.74604526665068 1.14555215480926 2.29754782200629 -0.474358521019813 1.11399516773003
"3" -0.756984568234358 0.396269349937644 1.04257461515621 1.13634101606969 0.594999250445797 1.63091295736184 0.163581246299989 0.709246406690017 0.151662216508021 1.36667489762613 1.64038352050339 0.167637866263015 1.0097084213681 0.448903203714636 1.29695505594634 0.770181709792233 1.49922960575079 2.13593811697998 0.564773065312143 1.0454647525585 0.513996865926821 1.18125647755508 1.33260438957599 0.415410480488129 0.1692138195003 0.818010499761553 0.536327112756847 0.305315045785177 -0.371146529125749 -0.0425298570560135
"4" -0.2269035265347 0.589625003585497 0.639281758575794 0.0650987974144667 0.153568625240315 0.979754921465636 -0.48495556369576 0.501219692798747 0.44629453768049 -0.598048159200137 0.918301182659931 0.455417610344884 0.720474058200451 -0.69357570926658 -0.899646424022673 1.03692746388694 0.60067190796764 0.370522458613381 -0.126944293486631 0.368167562933762 -0.546959259107421 1.18556689984692 -0.379120722167257 0.297720005845668 -0.310200733320742 -0.228619463331343 0.201059197390692 0.196276336887646 0.260152992809303 0.0915049239578721
"5" 2.0098111168407 -0.125933186098471 -0.79213714139697 -0.746467108952781 -0.196517900249407 -0.271934536624959 -0.183539650725296 -0.224916627637767 0.206397318035941 -0.377552381146587 0.421927020290111 0.642110955662705 0.0843194627126457 -0.229243057423223 -0.944804890138018 0.689657282318829 0.0889186427871075 -0.429352547071704 -0.17968839763443 -0.457760092777867 -0.0128204508368408 -0.357391089814441 -0.263242444410493 -0.572852034360779 0.404816594517555 -1.24044283453583 0.0641693521653136 0.0515714338414563 1.4371451003721 -0.573465746941076
"6" 2.7177915563867 -0.0369209931202678 -0.746343071523907 -0.818520088756378 0.5761167195283 -0.347179516957681 -0.367543442004394 -1.30802762530129 -0.319779489256277 -1.12135879041079 -1.2584811067674 -1.0479442192674 -0.864544248346019 0.314863584914577 -1.38352683625116 -1.43152646351204 -0.167737832338125 0.0975381341375298 -0.0370565094990428 -0.0323316018368102 -0.857467254858648 0.265393635035735 -0.644847221114373 -1.06078438033605 -0.813249200108385 0.664859008499609 -1.32437400123872 0.113734497565037 2.38771613270201 -0.45851054361415
"7" 0.780839738331116 -0.279169056852346 -0.310160966651532 -0.124232760242112 -0.799563483549219 -0.966813510495117 -0.421563695089988 -0.572838928575515 -0.0415210539261376 -0.757978342568726 -0.794202734450491 -0.80281492247651 -0.179694996437447 -0.465069016135568 -0.161831105837711 -0.998269937898231 -1.19630292270934 -0.475193453099766 -1.06063971340229 -0.87826130572618 0.444408251800329 -1.3944721213666 -1.14028175492544 0.413854415765223 -1.34416119949797 -0.36056316076073 -0.580372440488922 -1.21719780055065 0.411110441591985 0.71527898543379
"8" -0.520122620264118 -0.183228065442102 -0.0585634687331023 0.806183631636399 -0.419663395781071 -0.634084439644829 -0.271261501139033 0.234425521233622 0.712570707984144 0.483242434376637 -0.179796784394647 -0.0700495636151643 -0.191102306148223 0.0126645532014617 0.336876867287799 0.415865998352433 -0.114986616665882 0.00647392646922358 0.727961889080012 -0.676221400052829 -0.235917648711447 -0.0655690033710106 -0.218893670204251 0.153963580960237 -0.588404543080205 0.156818499185944 -0.171704030158717 -0.550638556691721 -2.0362808453945 0.814684911994975
"9" -1.14107235300954 0.622305923377831 0.838072208917435 1.02493002217 1.12214004325262 -0.0399577300934643 1.53224761258721 0.63244665349279 0.832753865056927 -0.198959770816194 1.33756343936902 -0.521613287073414 1.7048065736221 0.541223244584057 0.00862777878303544 0.204707710362653 0.814481899246406 0.0586668867802336 1.20155160412889 1.10611797429085 -0.0283819552444433 0.192645674386647 0.759009332385455 1.34517789228178 1.19499485139597 0.481528203700821 -0.331958762256865 0.651627289083795 -1.90730292304963 -0.760869523974007
"10" -2.30625725304506 0.184092297074778 0.80337318526025 0.118812729488954 -0.0442842266876863 1.03792181108304 0.297004403647642 1.35543419532409 1.70523726241436 1.42901723039964 0.651038953110351 0.516263005060006 1.0785603021974 0.699374546166254 1.27662921792857 1.65452929138575 0.247014689472937 0.909224126464099 1.99570357237475 0.39886257608044 1.0316468846064 -0.113515782191976 0.963441631575665 1.76062042715162 0.770635811092392 1.11700858317214 -0.253291800825332 1.59717325990613 -0.414612862184897 0.700120745808249
